author,message
Kandjimi Leonard,hello
Rises Web,hi
Mario Johnson,morning
Cathy Jood,Morning
Peter Davids,morning
Patrick .Solarnfo,Waiting... Are we starting proceedings at 10 Oh wow that is great news for him. Praise the lord Where is Mr Notshe??? this evidence leader is boring.... ExacttlyNoxolo There we go...! Who are the voters? @ Aubrey Lol no maan Thobani "No No Aubrey WHEN DID WE ACTUALLY EXPERIENCED REAL LOAD-SHADING? "@Aubrey De Bliquy  Mismanagement can occur at any entity without corruption being in the center of affairs Lol...is this adv a brother from another mother of Adv V. Maleka. hahaha hahaha... "@Aubrey Because the matter of Eskom is quite complex and now i am lost at exactly what we are taking about Yes! I agree @ Thobani. attentive "I wonder how many hours does Zondo really sleep guys Gwede Mantash is an obvious case @Luyanda. Think again bru He clearly doe not does.. Wena Luyanda u must appear before the commission of inquiry at how dont u understand that is wrong Or even Freedom Front Plus dinner Guys lets educate each other not fight on this platform Wasnt Zuma supposed to come again? or im misled Lol...''i dont remember'' should be invalid and unlawful now on. hahaha Indeed Aubrey Needless to say thou
monaheng raboroko,"Morning
Las Raxis,African time ...
Jan Smith,timekeeping as usual
mpa Packree,hi morning all
James Godloza Godloza,morning tsotsi does the name really mean skelm "if so i can see why Zuma wanted him there let me put it to you another way.. let me lie further "Mike is it true was minister Lynn Brown also corrupt my brother it's GODLOZA i can't remember her testimony but i thought she was anti Zuma "can one of this guys just tell the truth i do that Dube "i am
Alicia XO,fix the sound
Tebogo Sibilanga,Number 1 Tsotsi Yusuf Towing yusuf Dintshang? He did not ask because JZ made sure his puppets were appointed to the board It means JZ knew the agenda to be discussed "As long as Eskom continues to be an ANC project and remote controlled by politicians "The role of Eskom is to provide quality and uninterrupted power supply to the citizens Eskom is a cash cow for the ANC vultures. They want the entity to remain monopolised so that they continue to feed off it. Nomvula told us his husband was confident of an eskom tender "The majority of the people who are voting for the corrupt ANC have no interest in watching this blatant corruption on full display in FHD. As long as their ignorance remains embedded @Akhonamandla Gala 😂 Gupta Curry Recipe: Prison was built for the poor who have no access to quality legal services. Not for the politicians and the rich "Mr Tsotsi should consider changing his surname Mr Tsotsi once cried with Brian Molefe "So in summary Zondo is ready to press 5 minutes on the microwave to warm his skhafthini
tebogo tsheole,"I suspect that today we have another I don’t know
chakanaka madhana,It will remaining l don’t know.
Yusuf Towing yusuf,morning guyz sicela uchedo siyabulawa ngabelungu apha ekapa:washhands:
Hlagala Masetlale,Mr tsotsi is one of the big fish of state capture he is not goin this candidate is still in the employment of eskom tsotsi doesn't want to tell us.
Mfundo,@Yusuf Towing yusuf sinincede njani Is Malema still on top of Clicks group ???????/ lol for the sake of completeness sabc is behind enca has adjourned we are back the action continua like aluta
Asanda Dikela Twala,lol @Yusuf Towing yusuf yenzen ngok istelly/? it must be be very difficult to work with this evidence leader uthathakade loTata yi diesel
Willem Drotsky,Adv. keen to start with this witness
Nherera Karls,Mr Cameraman please give us Mr Tsotsi’s face Very keen to know this Tsotsi Yooooooo the real Tsotsi.
Elton Josea,Show us Tsotsi gupta suit n tie
Mike Moja,morning family
emmanuel kgoedi,morning this man is the real criminal
Thembi Dlamini,naze nathatha iskhathi 😔
Elizabeth Leboho,Tsotsi actually means criminal in Shona😳😳🤣🤣 we are about to find out
Moses Sowage,is he tsotsi in real life??
Joshua Borias,"""BOTANI """ SLEDGEHAMMER DCJ - MR TSOTSI WAS HEAD- HUNTED SO HE WAS COMPROMISED AB INITIO ( FROM DE BEGINNING)." """ @ MATHAPELO MOKADI - RE ' AFFECTED ' KAOFELA""" """ SABC TEMPERING WITH FEED - EVIDENCE WILL B INADMISSABLE IN A COURT OF LAW""" """ LOAD- REDUCTION AT SABC/ JUST REBOOT""" """ BATHONG/ MENSE OUR GDP FELL 51% IN 2Q/ OUR ECONOMY IS BETWEEN TUBE & TYRE"""
Sifiso Mabona,people always say you follow your name.. he became a real life Tsotsi all the board members are just puppets used @akhonamandla 😂😂 they must force him to come to the hot sit because now we have new evidence that he must answer to @Johnno D 😂😂 tell me about it! that's a CROOK CROOK This Mr Tsotsi guy is singing loud I tell you😂😂 he's snitching on all those other crooks
Wilson M,he's definitely a tsotsi 😂
Chidiadi Favour,goodmonring
MULISA NKUNA,as in Mr TSOTSI yoh i cant in zondo we are represented yoh...... his too much
bella moholo,huuuuu aaaaa this evidence leader noooo manh🙉🙉🙉🙉 Zondo and his herbal tea 😂😂😂 @Nthabiseng I thought it was my network
Lonwabo Mahlulo,🐴🌅
Jaftalina Mmethi,"the 1st time he was approached and given the position she was captured I think he knows who the candidate was
Ayanda Mahlaba,"But guys
Kevin Davis,lol this guy is a another innocent thief this guy is totally innocent and telling the truth ask magashule Eddie he is innocent he used to go with Brian Moore to uncle Tony shebeen Mike lol gave access to the gupta machine to enrich
Michael Kaudi,DCJ doesnt look or sound like he is in a friendly mood today
Rich Sibiya,live?
Nozuko Sifuba,"@James Godloz
unisa chris,he's even wearing a corrupt suit useless individual sies.. this people should be in jail by now..
Alhadiah Khan,u took the instructions from jz strange he did not ask him for his reason. a coverup for jz. dont tramp on DCJ toes today he is really serious the guptas targeted the crooks. tebego spot on he is now singing thr right tune
Rodrigue Assoue,morning from cameroon
Russell Matsane,This is a tsotsi of Zola from Soweto Tsotsi is a stooge and a typical of the cader deployment now he is singing
jackie hayselden,You not going to untie the knots you have tied yourself in ... thief
Singi Mathebula,Tsotsi🙈🤸‍♀️ "for me it's a blessing in disguise for Cyril to have kept quiet then there you go Tsotsi🙈 "each one of us has relatives in cities I don't recall the name 🤔 hay wena Tsotsi
Boti Mahumani,This South Africa 🌍
Mandu Thoabala,"Hi
makhosi nobhatyi,😂😂😂😂Tsotsi Tjooo @James Godlwana yes she was captured My apologies to you mr Godloza "She is a Zuma supporter but towards the end of Zuma terms
Solly 12,How befitting Apparently he found Jesus
Eddie Reddy,he is not as innocent as he looks
ma baker,I am compromised chair. chair still not happy with the answer. how do these people manage to justify their actions when they know their actions were wrong. seasoned criminals. I like the slight smile on adv's face. you need not go further chair. the visits says everything.
Mike Newlands,@Kevin Davis I wonder what he actually did when at Eskonm for his R8m pay cheque each year? @Syug Absolute puppet on a string. "@James Godloza Godloza Gordhan said to Brown(who lied in parliament by the way) that the ""ANCdoesnt steal in millions the ANC steals in billions"" -so she is ANC yes so therefore definitely corrupt.🤒" @Luyanda A It creates an opportunity for corruption and would you object to Eskom sponsoring a DA event? @Luyanda A these are political parties not charities or would you support ESkom supporing FF Plus "@Luyanda A Actually your question is exactly why this countr a failed basket case.The DA can be sponsored sure BUT NOT with tax payers money "@Luyanda A My apologies did not mean to offend @Patrick .Solarnfo agreed lets learn This business of the ANC prostituting MP's for money was always unethical & darn right right disgusting.They are public reps' & should be available to all not just those that can enrich the ANC. @Mohamed Mia I know 😳just airing my frustrations as we learn why we are the new basket case of Africa 😩. They are indeed the cANCer ofg our once great country "@Tebogo Sibilanga spot on. I experianced the same attitude with the whites under apartheid
NOXOLO GUMEDE,Am loving Judge Zondo's direct questioning. NPA needs to strike the iron whist it's hot 🔥 They need to axt immediately after someone appears at StateCapture All evidence leaders need some vuma-nyana. I wish most of them were like the blitz #AdvHofmeyr!
George_Lunatic,chairman of the board doesn't know the rules and laws well done genius
Thivhadini Ntshavheni,I am waiting to hear Chair I don't remember
DollarBill Stearn,"Sit tight
Phillip Cwazibe,"@Syug
Bonginkosi Dlamini,mara why Tsotsi
Rendani Muvhali,Kahle kahle what did this one do
Luzuko Mgotywa,Mr tsotsi was the worst ceo of Eskimo yhoo this man mess up Eskimo 😁
Tom Thumb,its like looking for a needle in a hay stack to find one or two ANC members that are not thieves who cares are you not happy he did bro
kevindbn007,"James
Brian Hayes,long winded going n
Mathapelo Mokadi,I think Aggrizi he was tired of this nonsense "Concur with you Pat  Zuma must come to give us answers And this money is our taxes guys Welcome Sally Exactly he must accept We can open a political party in this platform I am thinking of his kids what they are saying now tjoooooooooo 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Now is the time we need to preach the gospel of voting out the ANC REALLY THIS IS THE TIME NOW iF HE WAS CLEAN HE WAS SUPPOSED TO START WITH DEALING WITH THIS CROOKS FIRST SO SAME POTATOES hE IS GOING TO JAIL OO CUBA AT OUR OWN EXPENSE Even too old but they must pay the price really we cant go on like this Eish Tebogo you right Exactly you cant say No to Ubaba if you don't do you go "Tsotsi must just say that I did everything to safe my job that's it  Bathong why today this system is it me only Phela re batla Tsotsi ee bathong
Aubrey De Bliquy,@NOXOLO GUMEDE bra? He is only boring if you are looking for entertainment rather then facts. I understand your point. A directive to stop the business of Eskom does seem sinister and does raise fundamental questions. This chairman is impressive. @Syug without even putting it in writing which suggests in itself an incompetence and subservience to authority without accountability. All bucks stop with the voters holding executive accountability ESKOM failure is national economic sucide before covid added the coup de grace @Patrick .Solarnfo Do you agree eskom faiure to be able to supply enough electricity is as fundamental a failure as any country can make. Load shedding is in itself an admission of epic failure. It's not dust buildup on insulators like we got when this started. @Patrick .Solarnfo So you think load shedding is something routine in a functioning country> @Patrick .Solarnfo are you aware of the disruptive costs of load shedding to industry? Sme factories are disasterously disrupted. @Patrick incompetence that is not in Eskom is incompetence de-facto in government. @Patrick .Solarnfo incompetence in business is regulated by bankruptcies. Eskom cannot have a monopoly and plead incompetence thus holding all hostage. How so? @Patrick .Solarnfo My point is that Eskom cannot be allowed to hold a monopoly over a vital national service they are incapable of providing. OK sane people agree Yet the law provides eskom a legislated monopoly on electricity supply thus holding the economy to ransom OK This commission chair is on point. @Pheladi Lamola I think their is a corrupt mindset that cannot comprehend the concept of conflict of interest. I see Eskom failure as a collective failure not to be laid at the door of any one incumbent because this infrastructure requires 20 year foresight and planning LOL @Luyanda A That is called corruption. Don't you understand conflict of interest? @Tebogo Sibilanga On point. 💯 "@Luyanda A Eskom is granted a monopoly service vital to the nation. They provide a service that provides 20 year planning. which could span EFF @Salome Seabi Perhaps that says more about the consensus on corruption than CR who the moment he had the authority as president declared his intention to end corruption as he now is doing. @Mike Clark I think even a private company uses OUR MONEY since we allow corporations to profit off our economy and people. We cant say like FU eskom we are going to buy our electricity from a company that supports EFF. The point is we can see how easily the ANC could use this sutority to fund ANC functions. Yup @Patrick .Solarnfo 100% agree. Any incumbent could use authority over eskom to sponsor party political functions. I never joined the witch hunt against JZ and feel the same about CR. deputy yes i.e.e unlike justice Zondo he should not be in government. Does not understand the basic spirit of service. A company with a monopoly should not need to influence government. It just has to be efficient in service delivery. yes Yes @Salome Seabi As a borne again Dagga user I was watching the Trial of the Plant when SABC and the state and their amicus causae were trying everything to stop scale of harms evidence being lead. "The decision by all our ""HIGH"" court that dagga use in private was a constitutional right was the ""hight"" point of our thriving democracy. LOL" @Thobani Mkananda No offense taken. To each is own. "@Thobani Mkananda A bit off topic @Thobani Mkananda Don't get me started on the COVID19 panic-Demic. A pandemic of stupidity. We have a life threatening virus so like lets close down the country and destroy ppeople income for survival "You get lies ok "Mandela said ""If the ANC does to you what the Apartheid government did to you then you do to the ANC what you did to the Apartheid government.""" OK i get it bro Is telling the truth is piemping? If so one has to choose between piemping and perjury and jail. yes of coure. Some people do not understand the concept of rule of law as opposed to mob rule. Eskom should lose their monopoly the moment the load shed shows they are incapable of meeting the needs of the economy. let us all make electricity and fit two way meters to feed the grid. Eskom then pays us if we use less than we generate. they already have this but it needs to be improved. "SABC won't post the full videoto fill the gaps. Same as when they were complicit in concealing the scale of harms evidence in the ""Trial of the Plant"". They did not want the public to hear the truth." @Thobani Mkananda I think when democracy started there was complicity between the negotiating partners. I can't prove it but it looks like dirty hands dont want to investigate They are all captured by the same mentality we see on display from this witness. They have no clue the part their subservient submissive attitude to government plays in undermining service delivery. This seems to be a pattern of SABC incompetence with live streaming which can be blamed on something spurious. same as the dirty insulators blamed when load shedding started. enca is working fine in the other window.
Kyle Kleynhans,its just very slow which makes it difficult o pay attention
Willie Makena,The surname suits
Abele Maketsi,eeeeee
Syug,As chair he allowed the president and minister to encroach on his powers Eskom funded the ANC dinner? Yours and my money Luyanda is giving the money to the ANC
Letitia Swanepoel,hi
Thobani Mkananda,Who was the minister then fellas? "Tjoe! Tsotsi that one "@Patrick lol 🤣😂 I entered the fray on the wrong foot Tsotsi is bringing a new phrase 'I seem to recall' which is ambiguous. Let's listen carefully 🤔 "@Patrick "@Lungisani Mabaso "@Ntwana @Ntwasa "Where's this Tsotsi from "@Greatnation69 "@Aubrey De Bliquy "@Aubrey "@Louise "🤣@Aubrey 😂🤣😂🤣 @Aubrey please don't go deep because you'd find yourself preaching to the converted or worse solicit a backlash. Let's leave that for now "@Akhonamandla "@Akhonamandla "@Alex Adv says 'Baba' as with a white accent 🤣😂🤔😂😂 @Akhonamandla 💙🙏🏾 "@Japheth "@Rock Star @Akhonamandla 🤣😂😅 I now get your grind... Argh my slow mind mara 🤦🏾‍♂️😂 "@Akhonamandla "Eish "After lunch "@Akhonamandla "To my knowledge
Pheladi Lamola,I wish there was a way to claim back the salaries paid to people like Mr Tsotsi here.🤦‍♀️ Imagine Eskom sponsoring the ANC January 8 gala!!!
Noah Kids,He has to honour his surname :chillwcat: @Patrick .Solarnfo Zuma has been sick since so they say
Jones Musonda,there is nothing one can do when the appointing authority is cracking your back.just calling.
Molefiseng Phora,@Noah Kids 🤣🤣🤣🤣🤣I was about to say that😂😂😂Tsotsi klaar
Rory Lee Farnham,"Bottom line The frog in the throat is croking.
Tebogo Meso,:yougotthis:
Taban A. Christopher,This is a very strong procedural process which is encouraged to the point of transparency in conduct of business
JJ Galaxy,answer the question he's stalling
dewald botes,I was very impressed by Andre de ruyer
Jacqui Baumgardt,@Aubrey De Bliquy -agree
Simplicity Productions,The dots are connecting hahahahaha
Sithembiso Nyawo,very surprising Syug that Eskom and the SABC were funding the ANC dinner
Lungisani Mabaso,this Tsotsi guy is dropping names like it nothing
MOGAMAT DHARFEUR HENDRICKS,nail on the head @true Syug are they still on tea he said 11.30 going to start now steam is running
Ntwasa Gumede,I would have loved the judge to verfy tge names names of the top six who were there sbongile.meaning the president was in one roof with the guptas musiclovet apparently this dinner was in january 2014 before votes. was cyril part and parcel of that top six
Dorothea Κarapurtzidou,No body talk about injuries and victims and victimisation again and again. the power abuse and transperancy of statutory bodies around Europe? . Police administration and individuals cases? Justice?
L Alexander,I personally don't see what's wrong with Eskom sponsoring some ANC events. It can have a direct impact on increasing your profits. "If there are influential businesses and corporations attending the function "Explain how it's a conflict of interest guys "No I don't object to that at all. The DA for example hosts many functions with leading business role players Why do companies sponsor events? "Yeah "@Mike Clark Haha "You see? Zondo is explaining it nicely here *Deputy Chief Justice 😉 "Exactly "People say if you saw something wrong I've been busy refreshing my page all this time
Sibongile Maputi,I am not sure how Tsotsi is gonna answer the question on the table. The ANC must answer. Why do SOEs find it appropriate to sponsor events of a political party?
Velile Ndlovu,@Luyanda - whose profits are U referring to? Eskom has been making losses every year for the past 2 decades @ least!!
Salome Seabi,"ramaphosa knew all the time about corruption but did nothing He is just playing with our minds "BY law the witness is on the corner now anc gala dinner is alwas a breeding ground for massive corruption to follow Seems he cant see a way out of the corner yes sabc is always a problem yeeeeees political party n i b the president yoyoyo this 1 looks to be a crook par excellence big 1 very surprising Tsotsi is a cinfident liar confident yeb ceryl is not clean at all @Gala u r right @Mokadi that is the point ba tlo motshwara o yeb definetely he pocketed some money Anyo the gupta brothers is a mafiane who had a cordial meeting at saxonworld with jo computer
Mathieuw Muyenga,It's the ANC..... the TOP SIX. ... the GUPTAS....... why always. .....
Elwyn Schenk,Do you think a guy called Tsotsi can be honest?
FieliesSA,"@Luyanda A But it can be extended. Companies sponsor events to win favor. Normally more favor means
Mr Green,What's happening here?
Realeboha Mofolo,Question is why do SOEs spend money at preferred political rally? "@Tebogo
greatnation69,hofmeyer would sink this tsotsi do you know when this tsotsi is lying??? his lips move nice comeback from tsotsi
Malerotho Mphahlele,same
Martin Chauke Bedfordview SA,yes
Ongzstar 17,I thought it was my network also
Mlungisi Fano Magida,who's sabotaging the network now. they are busy grilling this croony
Willie Truter,"He is telling the truth...They wanted to reach the customer
eramus sithunywa Ngema,Tsotsi wase Zola powerful curry Zola Gupta from EC
Andre Ackerman,"Let me be the president He does not even know when he is lying!!!
Tom,it was definitely 21st century Soon we will hear of retrospect and hindsight
Akhonamandla Gala,"@Ngema Tsosi wase Zola is in trouble today.... Zondo decided to drink moringa because he is dealing with a Tsotsi "Mr Tsotsi has that Bill Cosby guilty looks now kushibile "@Sifiso 🤣just imagine a snitching comrade = impimpi it's not as if in UK there's equal justice. Ours is the best constitution in the world. the problem is the politicians who can't impliment @Thobani i agree 100%. it's just Tsotsi yaseZola is a comrade so i didn't expect him to be impimpi "@Thobani "you can't say No to uBaba Advovo doesn't follow the reasoning Tsotsi ndini "@Dominic i was expecting worse @Thobani what is the difference between TRC files/Report? i think SABC achieved the recordings of the TRC @Thobani why was it halted? thanks for the other info
Mohamed Mia,@ mike these cANCer guys don’t care
Viv,"CR should have dealt with corruption earlier. people thought they could still get away with looting the State coffers in future meetings to discuss State business should be held att state venues. "@Tebogo before they became parliamentarians
Bandile Nobazi,I wonder how all this ministers of zumas time justify visiting private residence of anyone on a basis of discussing the SOE'E "at least his being partly honest
Louise Roderick,This crook is making this up as he goes along...
Owen Nyilika,TO Old for Orange overolls Wy not report to Police this meeting Mr Tsotsi
xolani mzolo,Agrizzi was not labeled impimpi.... sing Zola
Tshepho Kekana,but u dnt remeber the individual ya
sabelo thalente,this guy is being honest
Alex De Abreu,"I love this lawyer
Mbuso Ndlovu,"My original surname is Gupta. Now i wii change to Pillay
Sirshin Moodliar,These advocates need some Red Bull
Lucky Thwala,President freinds ubaba
Angelo Doubel,I was instructed by Zuma to go there.
Lutando Fadana,:yougotthis:
Vuyisa Msomi,"where can i put on an alert as to ""Baboshwa nini labantu?"""
Pontsho Mabilo,"Tebogo that's true advovos accent is waaaa
Joel Aphane,tsotsi ke tsotsi
Tebe Tseladimitloa,What happened to I’d rather die attitude on the part of public servants
rolly ngobeni,ku rough
Japheth Ruben,Where is this Bra from.... 🤔
rock star,so the anc stole money from eskom to fund the anc
Wesley M,he was in their pockets
simpyotto,Zuma is a dirty thief!
Fred Desrosiers,Next generation should not accept this.
Mbudzeni Mphaphuli,Looks like today the network is against us. Buffering throughout the proceeding
n S,Grill Tsosti hard we are tired of corruption and thieves.
Thabo Maneli,Where else can I watch this?
Wade Solomon,State Capture Inquiry from Johannesburg ok
Dominic Przybylski,ENCA is fine.
Julia Modise,"i was at ENCA
Given Marsh,going on wasting our money make arrests already
Nthabiseng Morabe,its Definately a bad connection yhoo !!! Where are we supposed to have peace maarah.! Cant wait fir Koko to take the stand
Thato Mohlala,we will continue striking out.till you do your thas.
