author,message
Anne M.,@Magda Seguin Thousands of pages = higher fees 😉 @dm70 The commission already has the evidence before the witnesses give testimony. "@Henk No Anyone else experiencing buffering? "My mother would turn in her grave if she had to hear me swear @Magda Seguin True. Maxine Waters is a troll I have - informing Madelein and Margareth
#dm70,why are people not being dragged to court now. giving them time gets them formulating a strategy to beat the system or hide evidence. all along I underestimated the rot in this capture. these guys are evil and should die in prison. am worried that some people fingered in the rot are on their way to parliament. how can you have thieves representing people in parliament. Cyril needs to get heads rolling Mzalwane have you not seen the ANC list? Mzalwane we all know them. I will not name people before found guilty. "Yes "Yeah "we need to do away with this ANC I have already voted in UK. I live in Ireland DA will get atleast 35% ANC will see a reduction in % to the 50s "Mzalwane EFF are just noise makers but not ideal leaders "DA isn't racist EFF doesn't have a strategy beyond Zuma and land grabbing we need to think economically and stop this locality business. ANC is looting resources and I don't see them being sent to jail because all of them have smolanyana skeletons honestly EFF can't move beyond land grabs and Zuma. ask them what their strategy is moving forward and you will get dololo answer. "Egni you can't lead a nation when you have no respect like EFF and BLF EFF are just on cloud 9. they strategy is not feasible. it's just a 2 year old dream
david jacobs,they stole our money period i want to steal that amount and see how far it will get me @Felix Muyoba eish @Magda Seguin Exactly they must take collective responsibilty for stealing the money @#dm70 Cyril cant do nothing his hands is tied @Mzalwane Mzala in reference to the ANC list lol they must be moved out of South Africa i dont want to feed them whilst in jail they have taken too much already Gavin will find out how prisoners will treat him Dudu gave her LV bag back to Gavin for that he will spend time a long time with Papa in jail @Mzalwane Mzala dont you know ? "do you know the name Malusi  @Mzalwane Mzala Nomvula received money since 2006 @Mzalwane Mzala with gatvol south africans yes tired of thieving @Mzalwane Mzala The ANC preached collective responsibilty a while ago they think nothing of the poor people @Mzalwane Mzala no its the ANC thinktank that thought about it @Mzalwane Mzala You heard about that coming from Zizi Kodwa they stole money from us period lol i as a South African expect prosecutions to happen people must be jailed even less @Mzalwane Mzala Any other party that stole so much as the ANC Chris HAni would have moered Zuma for the way he corrupted the ANC Popo Molefe talking truth here say it loud @ Anne who ousted @Joe what you sniffing? @Carnoth Ngomane it will take a long while to trust Cyrl Geoffrey Ramaphosa @Magda Seguin bad habits die hard @Carnoth Ngomane because we are where we are now where was Cyril when this happened oh where oh where "@Carnoth Ngomane yes my reason he didnt do anyrhing under Zuma  @Carnoth Ngomane now after 9/10 wasted years he want to say corruption hurt the country "@Carnoth Ngomane  @Carnoth Ngomane Cyril hands is tied he cant move like he wants to Cyril is hurting Polls mean nothing until the masses vote Civil war tomorrow
Fils de l'homme,"@Henk Le néant est un concept d'absence absolue
Sthakathi Khumalo,"What have I missed here?? Are we on trains The problem is that these guys do business with the same SOEs through their children. Most of them feel entitled to everything in SA resources because of struggle credentials. All of them are eating! WHAT DID HE PRESENT VELE? EVIDENCE OR OBSERVATIONS... "vote wisely
Felix Muyoba,@david jacobs do you think you will be happy? @Maxine Waters what is your problem? do you want our attention or what? I did the same to that fool @Michael Wild @Thami Ngwenya is that phrase of yours correct? @Thami Ngwenya no man..you should rather say some blacks and not just blacks.. @Madelein Huxtable thank you
Ndumiso Mbele,hi guys who's this man? thanks Mzalwane they must go to Kokstad Prison Cmax these guys but kokstad you will learn lesson
Douglas Beadle,"does the audience know that members of the SA public before being employed at any of the SOE's  "@#dm70 "@Kapn Krunch . that's my point exactly @Magda Seguin . Its a farce already. 'Bobo with his big stick awaits the convicted. I believe CR would have claimed many blue voters if he had fired all the dirty politicians and would not have needed the other faction I for one cannot believe this level of thieving was unknown by some in Parliament and most of the SOE Boards. Suspension prior to a fair trial would have worked. "All SOE's are funded by you and I Where there is smoke there is fire and one of our political Parties is on fire. "No one will WIN this election "@Magda Seguin . 100% true "SA should adopt a diferent election policy NO TAX = NO BUGet to waste.
Danie Nilsen,no they should not be trained regurly they should be JAILED more regularly "crocodiles loves soft meat all types of it they are tired of 'CHICKEN""" THE QEUSTION is agrizzi was a thinker to but also a big crook viva DA viva eff =shareholders VBS floyd chairman he would have indeed talking as a da voter oops must be a spelling fault specialy from the poorest of the poor and who just want a job and a home seems tha this person lnew a lot but did not eat shushi or curry but also did not do due diligence so you bles criminals hibo it is too late cancer can only be treated when detected early as we know otherwise and i do not say that it is political mitivated bur hienays crimes and eff and blf helping along with hate speech who is paying the blf but you need regitration money for each ward you are runnung for and a lot of money and then the 1 taxi they had to hire for their suporters malema son of rc ate curry 400k of it i already bought a single plane tivket if they do they call it corruption as the meter long paper now cost 40 times more mandela had the vision but sadly he was when still alive side tracked to make the rainbow nation a reality hesitations means you ate curry the same xenophobiaic coruppted as it is now sadly "how does he know about all the wrong doings  imdians calles it batering afrikaners calls it busness the africans calls it ubuntu ....i think lol nobody calls it coruption listen to the amounts and eiskom is bankrupt why new trains and not bail out eishkom sies man ace magashule and 4 others in the big 6 are busy to work him out and the brother is not corupt inlaw i mean he knows to much he got away with killing freestate and got redeployed wich he orginized himself as premier of the freestate he could not do that she is like mambole in shushter s movie she is already dead must just fall over but the demon rats keeps her upright you are alowed please proceed i like the green piece deal so smoking it will be legal in usa i do not condone it they all do futere pipes lol that austronaut was black because his space ship burned out but if you nknow that i will not dispute it HILLARY SHE IS PROFESSIONAL CROOK SHE SHOULD BE WIFE NO6 IT IS BRCAUSE THE TREND IS RUNNING THERE ONLY IT IS DONE BY THE MINORITY IN FEDERAL GOVERMENT MY DAPS ARE REFUSING TO GO SMALL DO NOT FORGET THAT HANI was out of jail when mandela was in and aunty winni was not hanis grandmother i heard it was measels flaffa is better i hear al this money stolen or did we get value out of it some cleaners and those who throw out eff in parliament marikana maybe? it is something about black and white
Kapn Krunch,Google online how many of the ANC politicians have criminal records the amount that have more then one convictions are above 50% of the entire party the DA has service delivery that speaks for itself I say that as a jozi boy that's visited capetown the way the DA is seen is a result of the only way the ANC gets votes by making everything black and white my problem with eff is they want to nationalize everything after we just had to sell eskom and telkom just to make the infrastructure function and he wants everything to be government run they advocate for government owning all business when government cant handle their current responsibilities it's simply madness
Dan Brown,Mixer Operator still can't grasp that Master Mute or Channel Mute function or Fader Position in between sessions. Amateurs.
Wildthing,I like this guy. straight thinker with a business mind. when they going to charge and jail the people that made the purchases and corruption. jail or death penalty is the only way to stop them Maxine how did you escape out of Disneyland we don't follow the POpe he likes little boys it will be worse when SAA come up on the stand "yes it is very scary. that will really open the pandora wow Obama was not born in Kenya then by law he cant be USA president. some of his family come from Kenya bye bye bull shyte speaker Maxine you been blocked now its peace on the chat Indian government has arrest warrants for them if they step in India. it's simple Law and order needs to be set as the most important thing to be done in SA return law and order and remove Unions in SA. Government is in place to charge companies that under pay staff. all the best with Voting all.
Majonase Mokhakala,vote eff
Funanani Makhado,no chance for da
Sakhiwo Mzalwana,I would like UDM to be given a chance
Prinasha Mothilal,mzalwane mzala some names myeni nomvula zwane gigaba gwede and the list go on 80% of nec 80% of list no shame no dignity mzalwane mzala every elections the anc has been losing support now it will scrape through
Carnoth Ngomane,"@#dm70 worry not you are only left with few hours to out vote them "DA is obsessed with the ANC DA will even see a decline in the western cape because Aunt Patricia will gain votes from them @makhosi nobhatyi if what CR keeps saying is anything to go by we are likely to see a better ANC government. @Magda Seguin you are correct but seemingly their days are numbered otherwise it will be the demise of ANC "@Thando Nkutha Remember he adopted the current cabinet @Thando Nkutha just recently he said those who are implicated on state capture wont be in his cabinet @Thando Nkutha so i am saying he is making the right noises and i would like to see him walk the talk "@Thando Nkutha yes you are right but he cant be humble in the mist of corrupt individual @Magda Seguin he is an ANC member so no one is using him rather he is working foe the ANC @Thando Nkutha I get you @Magda Seguin i konw that but i dont see that faction succeeding @Thando Nkutha i dont mean he should jail them rather keep them out of his cabinet @Thando Nkutha that's great @Val Speirs and vice versa @Danie Nilsen you are correct but it shouldnt be condoned @Danie Nilsen thats great "@david jacobs CR @david jacobs may i ask why? @david jacobs is he the reason why we are where we are? "@Thando Nkutha yes i am looking at the ANC holistically not based on factionalism @david jacobs at least he knows better so he should act differently @david jacobs it wont happen over night but it will
Marvel Ramatshela,EEF will emerge victorious this time. It's imminent. "@Thando Nkuna Perhaps let's pause the imaginary perception about the election results until the announcement is made next week.
Stephan Dolk,can't trust this guy.
William Mboweni,.....
Bonang Sithole,"FFE
Mni Nkukwana,despite these corruption allegations against the ANC I still believe the ruling party will win these elections...i bless u ANC.
Solethu Nkosi,Can someone still vote even if is not registered for this year voting. But I did vote in another province in 2009. And what happens if 1 party gets 50% exactly or so?
Khaya Nomoyi,These people are so rotten and cruel.Ministers and CEO's were changed to facilitate this grand scale of looting.They knew someone at the top was protecting them thats why they are still arrogant.
Milverton Mafukidze,fire a xenophobic govt
Antonie Goosen,"ANC voters - you lose the right to complain about corruption ANC can only survive by dividing people - SA will not survive much longer
Kenny Mataboge,1992 referendum
Lorna Kavanagh,Eff will bring about another Zimbabwe ....
makhosi nobhatyi,"4th industrial digital be ready world is changing said mr Ramaphosa "ANC is about to move with you for next destinations forward with factory "@Magda Seguin they cannot remove Ramaphosa masses on the ground will fight for Ramaphosa no matter what as long as he free from corruption we support him "Ramaphosa once a fighter for working class today people earned better because of him "@Danie Nilsen you have it Magda Seguin ANC never send anyone to corruption they did that to enrich themselves so as we hear testimony "Thabo kau it will be more jobs created "Give Ramaphosa a chance then take him to task "Things won’t just change over night "Kay kay wait and see after elections zizojika izinto things will change "Magda Seguin sometimes leave the idiots think he is killing you while he is heating finger with a hammer @ kay kay I totally agree with you 100% ANC Anc Ramaphosa
Hein de Wit,😀
Egni Biloga,"Dm70
funicanz,"Who said that? One President "@Henk 
AUBREY KHALANGA BALOYI,from me i hate DA and Eff nkuta de wll bring anthr zim
Thabo Kau,there is no problem for anc winning the election as long as they don't get the two third majority I wonder how will south Africa be like after tomorrow "Henk even CR will want to eat like the others how can he be ligit while others rolling in money
Glacierite,stoooooooooopid
Jeff Carter,If you have money and influence in South Africa you can do anything. The notion of corruption is a colonial one. Does this word corruption exist in any indigenous local language? I don't think so.
MD Matsetela,".
Kay Kay,"The earlier the ANC remove Ace Mashagule the better "Ace Apparently JZ and Ace help formulate ATM party policies and manifesto... Those are serious allegations especially against Ace
Thami Ngwenya,Block this racist They are goo people in the ANC you CHOOSE NOT TO KNOW THEM "Yes because if blacks has a million
Brodir Jekson,hillary is nothing compared to zuma "why is this chat so US centric val spiers lol keep smoking meth it makes your bones strong
Chris Falcon,viva ANC keep voting yourselves into poverty while the politicians line their pockets.
JOHN MCCLINTOCK,puu puu in.. puu puu out ...master de puu puu ! who siphon da puu puu ?
Kirk gemmell,Why we don’t have the Guptas arrested yet ? Dumbfounds me Interpol and the Indian Government must arrest these rats ??? And Dubai should arrest the Guptas This guy is great - respect to him we need more of him When is Zuma going to jail ? Too Zuma knew about all this it was under his watch - he keeps postponing his court case how much longer need we wait ? We need justice now ! Time is short let him explain "I can’t hate Zuma I don’t know him  The pols also said Hillary Clinton would win by 95% - how wrong were these pols ??? South Africa survives or dies tomorrow as we know it use your vote very wisely don’t be fooled ? It’s clear what this countries path is under current leadership ? Despite this commission I think it’s too late to beat a dead horse - choose wisely
Margareth Waterboer,"@Kirk gemmelll "Yes "Thx
mandar gokhle,b
Madelein R,I am sure Maxine Waters isn't her real name. It is a congress woman from America And she cannot spel "I have blocked ""puu puu""" Pleasure Felix "@Siya Dilimeni  "@Cerebis 
Archangel SW,donald trump i missed the news
Smart Money,vote eff for the hope of Africa
Siya Dilimeni,AND I QUOTE; XA INGUBO IINENTAKUMBA AWUBE UZIJONGA-JONGA INTOBA EZINTAKUMBA ZIMNYAMA OKANYE ZIMHLOPHE NA..😂 UZIBIBANISA NAMANZI ABILILEYO!! YAWKOMA INGUBO UYIDIBANISE NEBHEDI ULALE "20-25 YEARS DOWN THE LINE (IF NOT EARLIER)
Afr24News Channel,"We as the journalists we will vote the EFF party on 8 may 2019 why? we are tired with bringing you corruption news by these criminals
MIKE DURBAN,Yebo......vote with the Head....Not with the Emotions.... Tomorrow is Win or Lose......For Us ALL..... We Will See........Many will be VERY SURPRISED........
Bonginkosi Sikhakhane,"SA must continue where Mandela stopped
