author,message
Yandi Masina,👀 Andries Johannes Van Tonder 🤦‍♀🤦‍♀🤦‍♀ This man better not come here and lie please🤥 @Doom Ruler I'm expecting lies. But we'll see Andries Johannes Van Tonder ✊✊ He looks annoyed and scared at the same time😃😃😃😂 @Ewald Kruger For sure. Not play play. The real deal. He's scared. He's is. Van T is hella tense. Relax bra. We don't bite. Relax. @Phora He will in an hour 😂😂😂😂 Snake Van Tonder was also taking videos???? Support✊ @Lesedi Andries Johannes Van Tonder "@Ewald Kruger I'm still laughing at that Yes
Khaya Mseswa,who's testifying now? 😂 😂 😂
Doom Ruler,@Khaya Mseswa another white oke its about to go down Hello @Yandi Masina @Yandi Masina lets hope for the best and the worst Um'thandazo wabo Lova!!!
Bridgette Kekana,Agrizzi is tired very interesting he is scared but Agrizzi was strong fearless
Lesiba Chokoe,Adries van criminal @Desmond Masilela is Bosasa again bro
Desmond Masilela,I hope his not from Bosasa again. Another bomb!!!!!!! @Lesiba Chokoe. Lets wait and see if his testimony collaborate with Agrizzi statement. What happened with other advocates???? This guy is coming with another BOMBS I want Mr Watson alive i want to talk to him. Just me and him. I believe tomorrow he will free Guys if by luck you bump across Mr Watson. Ask him i want to talk to him just me an him. @Ben Cole. Hey Bra... what do you think. Money💴💴💴 This guy has got lot money. @Mooks689. Eishhhh bra can you how do i get there? you can send cash bra with brown back ask Dudu Myeni to borrow the bag Mr Watson bought her.😂 Ask... Hi Memory is far differ than Agrizzi. @Pitso Mosetlhe. Me too You too @Nelie Olivier. Cheerss guysss I'm out.
Anne M.,Van Tonder - A colleague of Agrizzi @Fight Ndwa Munyembani 😂 "@Pitso Mosetlhe yes @James Godloza Godloza Yes "@Nico Van Tonder - Agrizzi's colleague @Lee news affairs Don't know - I hope so @Nelie Olivier the same as the mafia and the triads
Mahlatse Mabeba,😂😂😂 He is afraid to die this weekend 😂 This time is TSUNAMI 😂 the greater the fear the greater the BOMB! 😂
Thembi Maliwa,Interesting this is going to be
Malebo,Definatey Pretorius wa tena. Just let the man talk. This is not a trial. Van Tonder Yes Monopoly Money people He is scared Zondo cant even see that Why cant he give the guy a bit of whiskey to relax Zondo o sele haha true "His racist video is also going to come out haha I laso want to talk to Watson Nothing Even with Zuma. Nothing This is just for entertainment "Shame yes Watson is gone. And we all know that the NPA will never be able to get him to account yes haha I also want to go there and meet my "yes I want to meet all the SA's corruption super stars. haha Pretorius is a pee "Yes "Yes I think Agrii begged him to testify "Yes Fearful of Watson the Mafia Watson is connected to Ramaphosa. Chew them and spit them out Michael you don't know. Just wait and see No one is perfect true Van Tonder was toooo innocent for this dirty game
Lee Majiya,very interesting relax Mr Van Tonder we want nothing but the truth! prayer meeting
Ewald Kruger,😀 Regte boer @Yandi Masina 😀 not monopoly mali this time @Yandi Masina​ @Ewald Kruger For sure. Not play play. The real deal. 😀 dit is nie mooi ding om te sê nie @Antonie Goosen ​skewe bek
MASIPA ITUMELENG,Van Tonder sound very scaref scared @Phora..o tshogile ngwana modimo
Michael Michael,who is this guy?? from Bosasa?? Amen he looked tired Goosen no give him 30 minates Oneta he will steal.cold water Mexico feel for him.lets give him support Can someone call Mr Zondo to give van tanda a break Watson collect all top lawyers to represent him.with 20k per hour Mazwi nyani that chair is not ryt van tonder u commit crime u gonna have ur dy in court van tonder yes Malebo really tjoooo. we will mis u Malebo lets c them rot in jail Watson must dei for all the sins. Tumela thats hw maffia operates.ask Russians crying now eish wt gonna happen wn he face Advocate Maleka. Bongani well come Thando Andries van Tonder.Agrizzi partner in crime. Goosen absolutely Lois beleive it this guy if all of them were not paying tax.straight to jail Malebo no
Orefile Macheoane,Mr Van Tonder welcome
Rearabetswe Mgxaji,Whose this? Uyoyika uMfo that is what I expected from everyone who will come after Uncle Grizzi HAHA
MrLifem,who is this Guy? "OHH Okay
Nozipho Thembeka,@Michael yes
DJ DJ,oh boy more bomb shells coming racist and the truth is two different issues @sandile mabika like all thieves in this country nothing thanks to tax payers money no they wont they are in off shore accounts
Sandile Mabika,we must just forget about all the damning allegations made by Agriizi because he is racist.
James Godloza Godloza,van Ntonder will collaborate Aggrizi testimony this is interesting This guy's are very clever surely now they will be offered great deals by prosecutors when this goes to court truly appreciate this guy's yet still asking myself what will happen to all the mentioned criminals pitty will all those billions ever be redescoverd I don't think he is scared but nervous coz it's about to shubing guys no he asked to be summoned might be van Ntonder a friend and a colleague of the grizman the money man he used to collect at the garage in lens according to the grizman and a master of manipulation the best and greatest witches hide behind the church that's true Watson groot skelm
Antonie Goosen,"in other words - crime pays Yes - he enjoyed the benefits - had to be forced to testify and give up the spoils of crime haha double whiskey skewe bek Bring your happy face 2moro Van Tonder !! Religious crooks - They prayed that they don't get caught haha Van Tonder - Watson gaan jou d........ haha "meetings probably went - O Lord Zuma is laughing louder than us all @ Thabani Very True @ VIncent - they all are ! To get a tender you have to do something in return ! Kickbacks are the order of the day ! Zuma was a puppet - G-day fellow honest and poor peeps!
Fight Ndwa Munyembani,"Mr Van Tonder welcome  he is fearfull of him even now
Molefiseng Phora,Van Tonder is not relaxed😱Okare otla lla😂😂😂😂😂😂😂😂😂 @ brian for more moola and to not get cought😁😁😁
Lebo Pie,🙆‍♀️ Oooh Nkosi Yam 👀 Bronx 😂😂😂🤣🤣🤣🤣 Lois.... IMAGINE! THE NERVE 😱 Sofia we wait and see..... Hopefully he makes it tomorrow 🙆‍♀️😩
Malopo Rathobela,"@Molefiseng Phora  "@Ntabiseng Malebo "@Thembinkosi Mabila 1 This Watson guy @Ntokozo Magaye what did he lie about ?
Modise Shongwe,o tswere ke toliet a re rapeleng Top lawyer ke Dali mphofu
Lunga Dlamini,Mr Van Tonder looks uneasy there.. Is Van Tonder also whistle blowing? @Leore Matika 100% Certainly doesn't look happy to continue lol
Sanele Ntshangase,when is Zuma releasing the album? 😁
Silence Thorn,well man of the state capture goes to agrizzi agrizozo😎 where is Watson the CEO of bosasa
khumba mutshinya,So Agrizzi was actually campaigning for the DA ?
Mzalwane Mzala,@Sanele Goodman Ntshangase Zuma's record deal has been caned by the Mayor Hilda Ndude became COPE
