author,message
Thabo Kau,Holla salute jabu it's true nodi
Pastor J.J,@david cele Mfuwethu wam. Sawubona Sharp Sharp @david cele @Jacqui Baumgardt No Domestic worker and No Blacks were involved. This is the danger of incorrect information on social media. @JS Bach Ansolutely true yes @Leeroy Lepere....... Dont discriminate. Dont you like stealing from Checkers and Spar? @Leeroy Lepere I need bread and milk. Please check the expiry dates when you stealing it ok? Robert Mugabe.... A hero to His People........ Unfortunately a Tainted Legacy. @carnoth ngomane Indeed and deeply saddening. @Sindiswa Moolman Seems very old and also very loveable @Cerebis I will continue to sleep with 1 eye open my friend LET US ALL SHOW SOME LOVE TO EACH OTHER TODAY. VIOLENCE IS UNGODLY. LETS HAVE PEACE @Norman Zwane Hahahahahaha. true @Grace Titus-Glover Should we rather not focus the chat on love and peace???? @Jacob Zuma Hey wena Jakoob.
Jabu Nhlanhla,dvd ntwana Tbo holla
mrp,morning guys why do what why whatz fake news why do you want to rehash memories of Mugabe are all Zimbabweans going back for the funeral? lol thats a step in the right direction "just a man strong wheres the feed lol lol i'm zimbabwian up the bucks i am african but only speak english freek lol
zeli lucky,avuxeni maxaka ixitsonga bava aheee sthole Zuma is fighting a fight that we will be aware of it after his dead. because we are not ready to leason to his site of story DVD cele hayiiiii his our president for heaven sake I know they will say Jacob is zuma for this black out
Sindiswa Moolman,May his soul Rest In Peace @Yin Yang. Finally the man is now resting. I agree @david cele. The man is strong Hayibo @david cele uthini ngoku? Why 9 September? Hehehe... @SABC News Maybe we should go to eNCA Seems they went on a break... eNCA I’m bored mna now. Who is after this witness? How old is this witness? He looks young for his experience. 59years of experience ... Maybe he covers his age by having a blesskop.
Tahira Tahir,People are so sad Why do this Yes why
Dawed Nodi,is it true that Mugabe has passed "I agree with you cele on Mashaba
Born free,The devil takes care of its own. Do you think that evil tyrant is immortal? Of course it was white man's medicine that kept that nutter Mugabe alive for so long. What are you folk going to do when the Chinese invade?? true that is a fact @Christophal Some people work harder than others. Ramophosa does not sound sincere when he talks. So the black youth of this country steal from law abiding citizens to buy drugs. I will spit on Mugabe's grave Hanekom should make Zuma kiss his feet on a public platform 🤣 The Zanu PF are still in power in Zimbabwe. This is a huge problem because there is no change in the regime. It is up to parents to tell their children not to take drugs. I mean where is the supervision or guidance for these children? True.. Christophel Yes Hillbrow was beautiful before 1994 I am an African Khoisan The police are drug lords themselves 🤣🤣🤣🤣 I am proudly Rhodesian It is the youth that are the thugs Love the Trump ❤ haha I need new boots Blacks now nothing about commerce and Industry and farming especially Shoprite yip more than 43 million locals It's a pity Mugabe was not struck down by Ebola Yes I am free Grace can offer more than you @david Cele. Grace has university degrees and intelligence. More blacks have died in Taxi's than in any war or disaster I will spit and urinate on Mugabe's grave My dogs can take a dump on Mugabe's grave The British were turncoats white South Africans should do the same.. blacks must pay for infrastructure Right Jacob.. except Nigeria does not border South Africa I am more in favour of black population control than xenophobia. Practise birth control.. please Over population is a problem.. get real Gee Peex These black locals are a dissapointment GEE PeeX they are just as ignorant as you ate The government will run out of money
Marco Raubenheimer,Hanekom kicked Zuma to the curb...o my ...who is the next known agent in court my friend
Theresa Smuts,"LOL " "Jacob Zuma is most certainly O bloodgroup Only 4 likes 👍️?
Minoctar Sithole,rixile zuma ordered to pay damages please elaborate mr cele how strong the problem with our society is that we celebrate mediocrity hlaudi tactics
Christophel Gapara,threedespace hatiendi kumusha. we are not going anywhere. Those who are there will help to mourn. going where Mr cele we are not going anywhere Mr cele. this is our home now some of us don't sell drugs. we make an honest living and even pay tax to the government. the money that we pay is then used by the government to restore the infrastructure that you guys destroy. David. your head needs to be examined I don't live in an expensive apartment. I live in a shack "Go to western cape to places like mannenberg David. you need Jesus to deliver you from a demon of hatred. Madagascar and Zambia pulled out from the friendly matches that were organised because of the actions by our fellow South African brothers and sisters lack of parenting skills here in SA has destroyed this country. some guys are fathering children and not take responsibility. "David your police is allowing this to happen. they know who sell drugs and they take bribes from the drug dealers. How can you expect the problem to end? I'm proudly Zimbabwean David. it's not all south Africans who go in the voting booth. does that mean they are not south africans south Africa is the only country in southern Africa that does not value life as important. it's so easy to decide to kill another human being. do you know that it will haunt you? you failed ling ago David. there is nothing you can solve now.
Tammy Walls,What wonderful news The devil came to collect his prize
John New-world,"Robert G. Mugabe's doctor passed on last month
Alwin Britz,"""To the Mugabe family
LM M,"We Ndosi ke bekfanele uthi uyathembakala haai ukuthi ustrongo Ayi! ngiyakuzwa ke Ndosi
Carmen Hees,"Robert ""Adolf Hitler"" Mugabe...."
Moshoeu Mabusela,"@Christophel Gapara We visit your countries and come back to SA. Please your countries need your skills. Go back home @Jimmy Jimmy. Stop being a judge to others. just go back home. @Jimmy Jimmy Ignorance is bliss. why did you leave your country? Go back. we don't need drugs. prostitution and human trafficking in SA. Go home please!!! "People in rural areas eat fake and expired goods from their businesses. they occupy every every street corner end-to-end no more fresh air in rural and sub-urban areas. we are infiltrated with rubbish goods. GO HOME PLEASE. We will still be friends at your places of birth.
austin chivhenge,malema you mast fall
Mario Johnson,👍yes mashaba for me to less luxuries means more drugs zumas gona say sorry 😂😂😂
