author,message
Jacqui Baumgardt,more ducking and diving "as a judge @bongile sango agree @ Bev Judge Makhubelo
Caroline Hawanga,and here I was looking forward to Monday
Joe Debeer,:elbowcough:
Jenny Whitewaves,one really angry chair she has done her self no favours She was counting on the normal court procedure where it would have been struck off the rolls which would have given a long time before she had to appear If not there on Monday it is clearly contempt He is taking all her excuses for Monday away but clearly he wants to see her pretty face I think he is removing all charges that the evidence given was under duress if the things said here are to be used in criminal court Waiting for her to have a positive Covid If so I volunter to go and take the confirmation swabs She would have known she was booked to work in court days ago she could have picked up the phone to excuse herself I think they need Judge Judy Highest paid person on TV j I think there will only be the small fry in court They will be thrown under the bus by the real criminals Too much money to hire best lawyers and play in Staringrad Starlingrad A person who has been wrongly accused can't wait to tell their side but this ducking and diving shows some thing else If report not used even if changed no obstruction of justice so no reason to charge with defeating ends of justice So trial was set up to remove those making state capture difficult you can only say you did not mean to disrespect you can't say if others felt disrespected since it is evident several did please change you attitude
bongile sango,some witnesses the show no respect for this commission they show no respect @Roza that's what I've been preaching chair I don't understand why you soft like this @Mike Durban that's what she is doing laughing and having a glass of wine @Ann you rite Next is going to happen to all these they don't want to appear they going to say they afraid of Covid19. @Collen that is true is only my phone that got this funny noise? McBride really need to come here to clarify lot of things What I can say people are still going to be killed by police if things are still going to be like this @Lala Papa the noise is really annoying @Sal SA eNCA last time I check they were not broadcasting let me check again eNCA this noise is not sounding nice Still eNCA is off chair you seemed to be the one who is delaying the commission noise is off now trust me this witness is coming back monday chair must bring back all adv were here before because these one we got now their questioning mh mh is top notch @Skhathi I think that was him
xolani mzolo,she has ignored a direct order by DSJ and the commission DCJ
Pastor J.J,I am signing off on a Warrant of Arrest on this Thug Judge as we speak @Jenny. He is keeping the doors half open and I dont know why @Mike...totally agree "@Anne....and if she is cheeky @Roza...my bad Aunty "@Cplleen...we will make sure that he is in a critical condition if he tries to evade us again @Granny...Badly sadly. 2 that was returned to Zim was killed. @Bongile...no.its the audio @Aunty Roza......You tell him Tannie @Xhoi Xhoi....Please interact respectfully and take note of the rest of us....Or maybe you are on the wrong channel? @Xhoi Xhoi...Please man. Public or not dont disrespect 133 others on the chat. Go elsewhere if you feel the urge to disrespect 1341 @Herb...you are right @Xhoi Xhoi...It is a criminal offence to do that...@SABC News take note @Pieter...I have a new granddaughter and I have lots of disposed Diapers to give away. I have just reported his comments. @Xhio Xhoi...No one has defended anyone but simply trying to protect ourselves from an idiot....We have had enough of you One PK coming up. @Sal.....100% agreed "Whislt going to Xhoi @Anne...Enough for both. Can include a sister as well "Rendition/Extradition and a Sanctioned Arrest are 3 distinctly difference processes. The first is illegal and the f @Naledi...Thank you my friend @Pieter...If it is found to be Incorrect/Hearsay and or Unsubstantiated and so forth. @Pieter...Indeed so but not if it was simply a draft/working document "As we come to the end of this day I Pray and wish each of you and your Dear Families a Wonderful and Blessed evening and weekend. Go Safe
roza,set a example mr chair you are being to soft how are you going to write ur reports going on like this thank u bongile she dont need nothing she had her papers for 6months everytym they adjourn nobody shud be paid no work no pay sorry how is chair going to give arrest warrants i think they need us there Pastor Pk Ha ha ha !@@$$ f. lock the lot up you cant think for mcbride he says he says my fone sounds like a tlb reversing mr hulley come on now we need you djc come on chair is not giving hulley a chance to nail anybody do u have evidence of that this is all hearsay hulley got a chappie nd he wants to chew it till its finished listen now to the chair for me this now is making me angry now djc is calling harrasment mr hulley leave this witness let him go free u wasting ur tym mr chair is going to block whatever u saying DMF YES im out ul not going anywhere xhoi xhoi stop it this is not a platform for racism this is for intelligent people yes plz dont lower urselves to racist its a public broadcast doez not give u a reason to disrespect others use toilet paper me2 its with mentality like this we cant move foward in our countrt country pieter did that hah ha ha spell properly
Colleen Arezio,Her delays are because she wants to get her lies in order. another postponement is bs. Zondo is too accommodating to these thugs. Have you noticed Zuma has not been sick or in Cuba recently? But when it's his turn to give evedience he'll be in critical condition. SA is not even my country but my heart bleeds for you. why not just blame the idiot that signed the extradition papers?!! his making alot of assumptions and as law goes that's wrong. Amen and same to you Pastor J.
Bev Daniels,@ Roza too true issues a warrant Contempt already "I am still waiting to see what her car looks like after the ""so-called"" accident she had"
