author,message
Eswatini Daily News,Swaziland following...
makhosi nobhatyi,"Carl Niehaus is a defender of JZ even in the program he runs on enca clearly shows where he stands "We must all rally behind Ramaphosa "Only that can happen when we support this administration and if they have wrong side we should not wait for too long as we did march put pressure "I agreed that there was too much corruption which dented this democracy Eskom debts are too wide and challenges inside Eskom management and what is expected to P. Hadebe to change Eskom to be a company that we make money as Telkom do but it is impossible
Anne M.,Greetings @Eswatini Daily News
Born free,This government has long since been infiltrated by the Mafia hence Gangster State. The Mafia have played a role in all SOEs they form part of the government. Load Shedding has begun.. lights are out.. here we go 🙈 KZN I think the poor could and would profit if it were not for the looting. @Spykerhond Are you suggesting we pay more for electricity? Western power has nothing to do with the take-down of this country.. but the powers that be in this country. @ Spykerhond.. I know what I pay So those of us that pay for electricity will subsidise the masses who don't pay. I am tired of subsidising others my family comes first. When the electricity comes on I will send them to you. @Spykerhond. Privatisation Spykerhond.. you are referring to Pay as you use. There are too many Chiefs and not enough Indians. Far too many CEOs and Executives that do nothing. Gupta Mafia Zuma enabled the Gupta Mafia and Watson Mafia to infiltrate the government Then Zuma is and was the enemy of the people Only because the ANC hide all the money they have looted in British. The Queen has no say in politics or governance Spykerhond pkease explain what you mean.. Mugabe destabilized.. the Chinese removed him very silently. Yes it is true the British were turncoats Trump has and will save America from certain doom. Spykerhond.. I Roger that 👍 I support Trump It will be the Awakening of Europe.. it is happening now. Trump is anti non English I can't say I have much respect for the leadership of Germany 🤣🤣🤣🤣🤣 I am related to Barry but I love Trump
Noluthando Masondo,@Spykerhond he is not taling about Gayton Mckenzie😁 😁😁😁😁
PETER STAFFEN,Lucy Lucy where are the lights out
Granny Mokwena,organized crime ultimately corruption is the enemy of all of us.
Vukani Mngomezulu,"even if you consider anything called evaluation tool from this process is still western power to take down South Africa
moeketsi sediyane,hello world
gert pretorius,"Half assed investigation without facts 
Gaddafi laya,I think the Commission must come up with concrete and ever lasting solution for our country and those who found on the left side of the Law must be prosecuted "Those whistle blowers must be protected because prosecution is coming might be intimidated and fired
Mukosi murovhi,Corruption is crime and any one who is found involved in it need to rot in jail
