author,message
Graham Jackson,Jeep DCJ pedantic on pagenation but time for us when they say would start seems to be ignored Well there is saying that the wheels of justice moved slowly
Mbuso Ndlovu,WHO IS IN THE HOT SEAT TODAY @Anne M. Thanks Does Zondo brings his own lunch or he takes from the commission? how much is Zondo charging a day by just sitting and say Yessss...Yesssss. Yessssss ?????? Zondo is triying to dig the whole truth Who brought the Guptas into RSA??? I'm back
Anne M.,"@Mbuso Ndlovu Former National Director of Public Prosecutions DCJ was able to study law with the help of an Indian shopkeeper who provided his family with food every month. DCJ also told the story at the hearing where he was being interviewed for the position of Deputy Chief Justice @Pastor J Not . the kind of trauma one gets over "@Magda Seguin Agree @Cerebis Yes 👍
Michael Mika,he must just pay back 17m
Pastor J.J,@Diss & Dad How are you my Precious friend. U was missed. @Lorraine Naidoo How are u doing Lorraine. I pray you had a blessed weekend @Thando Nkutha We missed you my friend. Welcome back @Diss & Dad U are absolutely right. I was at the house when the killings happened. @Lorraine Naidoo U are absolutely right. It was a Muslim shopkeeper in Ixopo. They still run a scholarship programme together. @Diss & Dad It was painful and traumatic. A lot of that anger from then still exists @Anne M. Definately so. Pain. Anguish. Anger and a very deep sense of loss. They were an amazing couple who I new closely and very personally. A deeply loved couple @Diss & Dad Absolutely. Sadly the bad deeds where actually executed by non-white security branch policemen. @Born free I must agree with you. You are right it did happen @Diss & Dad They received bonuses for special tasks. @Diss & Dad They never did hence the lingering and continued anger by so many people "@Diss & Dad In the late 80""s I was the courier for some docs into Lusaka. I cleverly booked into 2 diff hotels. I had supper and went to room and then slipped away to the other hotel." @Diss & Dad An hour after the supper the room was bombed by the same people I had supper with @Diss & Dad In those days your left hand should never have trusted the right hand So am I Bless them. @Diss & Dad Absolutely. The regime was ruthless and there was no hesitation to eliminate any level of threat. Even a non violent person like me suffered some very painful moments @Born free You are right my friend. A lot of sacrifices for the nonsense we have now makes it feel somewhat useless at times. No one knew better @Magda Seguin At least we can tell the difference but painful @Thando Nkutha Unfortunately not as many as I would like too but mabe Ministry played a big part for that @Thando Nkutha Those buggers where ANC members based in Lusaka. Askaris absolutely @Thando Nkutha We have all changed in different ways. I am sure that they have regrets and I have tons of forgiveness to give @Diss & Dad Absolutely brilliant people hahahaha @Magda Seguin Absolutely right Pleasure my friend @Lex Luger I try to tell you everyday that I love you my brother. You are special bro
Sindiswa Moolman,R10m @Michael Mika. The rest was taxes Maybe they are still setting up the audio You are missing som zeros@Lorraine Naidoo. You must also note that that handshake was taxed. The taxes went to SARS. So he owes us the difference Hope the commission will ask Zuma to pay back this R10m instead of this guy. This man went through a lot in few months he was there.
Kercy Pillay,"no he should  zuma used taxpayers money to buy himself out of trouble
Lorraine Naidoo,what's happening did he disappeared Pastor had a fabulous weekend thanks so much😗 Eish I think all the evidence missing🤣🤣🤣 here we go They trying to take out the frog from zuma throat. 🤣🤣🤣🤣 I salute Judge Zondo. Judge Zondo became a lawyer with the help of a Indian shopkeeper. He got a golden handshake from Zuma for R170000 Diss he was interviewed on tv nd told his story The same shopkeeper gave his mom vouchers every month . Google about the story . Pastor Judge cried whole telling his story
Zaahier Adonis,Taxpayers lunch zondo is taking a nap are you ready Stellenbosch Mafia the Rupert and Oppemheimers they are masters yes but still masters my friend Yes Rupert is danger and oppenheimer its all about the money
Rob Nel,Four Bossassa guys were arrested. Out on R20k bail each "can not recall names "@Magda Seguin 
Phillip Cwazibe,"@Khaya Nomoyi the commission must complete with hearings
barbara broadbent,"Whats happening
SNENHLANHLA VILAKAZI,😂😂
Born free,The big fish.. Gavin Watson of Bosasa must be arrested. "Agrizzi and the other witnesses who worked for Bosasa The absolute end for Jiba. R17 million was offered "Zondo asks many questions Definitely Not one of Zumas Keepers. Zuma did not know he would be a witness at this commission. I wonder what Pastor J looks like?? "I believe and have read and seen pictures of the terrible atrocities and murders the freedom fighting terrorists commited against Africans Zuma invited the Guptas Terrorists/Freedom fighters had Cuban and Russian handlers. SA is ruled by the communist party. Many people paid the ultimate price. Yes and look at the country today.. is it any better off?? I think the R17 million was very attractive to him. If I was offered R17 million I too would have taken the offer. I know Jacob was at the meeting I did not live in this country during apartheid years but statics report that this is a lawless country and the highest crime rate in the world or very close to it. He would not have been paid R17million if the CCMA was involved. Yes it was a golden handshake I think he was fit but he was pushed because Jiba wanted his position. Zuma and Jiba enabled each other. Nxasana was fit enough and not politisized. This man was and is a stand up man. We know Zumas faction had everything to do with his dismissal. It was Jiba and Mwyrebi "I believe that Nxasana could not go against the Zuma faction This was in 2014. State capture began in 1994 but escalated when Zuma became President in 2008/2009 "Yes Malema said "" We will kill for Zuma to be President ""." But who appointed Adv Nxasana Can someone apologise for this 25 year old Regime of corruption?? You got that right Stop the racism At least Capetown is delivering unlike the rest of the country. Viva DA EFF are the jokers of the pack Every time the EFF opens their mouth.. it costs them money and unfortunately the Rand takes a dive. No I am a lion and poaching was unheard of. Bring back the Dinosaurs Nope. The two ANC factions are going to be at war with each other. I don't know if I have that much faith in Ramapoesa.. Tata Ma chance.. Free masons are not a satanic cult far from it. Ooops.. spelling error . Ramapoesa. Faulty keyboard My neighbour is a Grandmaster and there is nothing of a sort . I can't withdrawl my keyboard won't allow me to . They have wasted so much much time. break... break... break
Nonzy,"Mbuso
Ashne Hesselberg,@Khaya Nomoyi Agrizzi and some of his cohorts has been arrested
Rodwin Deda,muzimbabwe makutoda hondo ndozvaapo.zvekutauririrana zvaramba.munandagwabanofanirea kubviswa pachigaro nepfuti.thts the only solutions ti finish zanu pf
Ibo Thabo,When Zuma is coming back to the commission??? @Thando Nkutha most of the time most of the people here are not following the full time so it might be hard to update you Guys didn’t this Nxasana’s name mentioned in various documents including the book The president’s keeper” that he is one of the diehard Zuma’s keepers? @Derek Main But didn’t on the beginning he was Zuma militia? @Daud Musa how do you know that he was not there? ok
Ewald Kruger,😀 Please keep your backward practices off this thread @Thando Nkutha ​ @Pastor J I've been praying spiritually I've been with yall Trying to take credit for something here ? 😀 @ Lorraine Naidoo ​J udge Zondo became a lawyer with the help of a Indian shopkeeper. "😀 😀 😀 really..? @makhosi nobhatyi ​This won’t happen
Nelson Musoliwa,Thanks Rob Nxasana never asked the president(Zuma) to approve his vacating of his post at NPA; Zuma was clever to leave evidential trails in his dealings suspecting even that Xnasana will record him so his reluctance to meet him
Nikiwe Nikiwe,arrrest the criminal please
Norman Zwane,"@whitepope5 ""The ANC cannot be expected to commit suicide. If the ANC were to remove all criminals from their lists "T@Khaya Nomoyi If Zondo's recommendations will affect the party as one in government
Khaya Nomoyi,To me this was just a waste of money.What happened to the recommendations of the Marikana Commission.Its still gathering dust at the President's office.The same will happen with this one.
Derek Main,@Thando Nkutha Nothing to do with Estina - it's about how Nxasana was axed by Zuma and how Jiba & Mwebi plotted to get him fired from NPA. They supported Zuma's enquiry on his fitness to hold office. @Thando Nkutha No problem @Thando Nkutha That's right - it seemed like hush money at the time. And highly irregular. @Ibo Thabo I don't think so - he wanted to reinstate charges against Zuma and hence he was pushed out of NPA
Toibo wa Toibo Antimba,@Derek agree
Jabulile Mazwane,you're absolutely right Lorraine Naidoo
