author,message
Delphin kapeta,Is this happening today? Okay can someone give me a call please once it starts? 😁 😁 Do you guys still want my num? What Time is the witness coming Please call me once he’s there
Rabs,yup. i think they start at 10h00 today
Thulani Mthembu,Yes @delphin it’s just a matter of minutes now
The Consigliere,@ Delphin...your number please(jokes) who is wiyness today? Faith Muthabi/ lol I got them @Delphin....it was just joke from me...not to say anything is wrong with u . tick tock... ehhh iyaphela i-data bo... did i hear a fart...could be my ears...lol or chairman usual sounds i like this guy lol he looks like martin lawrence the voice and his vocab lol
Henry Mmbando,"🐺 Don't stay away if you are free Tuned more than an hour now!!! "even us here things not in line
Similo Radebe,whose today witness? @Delphin kapeta LoL..... but they are late already....
Rekgonne Ultimate,but it's now 10:03
Nomthetho Nokwakha,let's start the show when is that beautiful woman come for questions muthambi mngxitama wants shares from ingonyama trust now guptas are tapped at source when you talk of gcis money come from there tna and ann7 to promote their propaganda "mngxitama is racist "Iam not worried about guptas come here to sell shoes  "Faith has her version of employing family in her dept with out relevant qualifications yes sellout is the right word not state capture "you can't aim on spending an ungrowing economy iam glad that guptas are brutally honest they're scared to be arrested 😂😂😂 "shabir shaik maphatsoe will complain about 💪he can't steal "this is a lawyer not even senior counsel "yes jz is not stupid but his decision cost alot of ppl Siwela lawyer scared "we will hear alot of repeat for me my brother is declassified by his version of submissions "Zondo is standy sound mind "Martin is excited
Zigi The African,hayibo Look at Karyn "amaqabane Zondo is a real man comrades give SAns a bad name
Desmond Masilela,its now 10;10am Mara Zondo wena.. aiii!! His thinking of CIC Malema.. Can someone help me please. The submission that they presenting here. is that a closing argument? are they still going to call more witness or what? Thank you @Steemit OneAzania... Who is this man standing? and who is he representing? I thought so... but i'm not sure @Steemit OneAzania Is this man from Dubai or SA? his also been Captured by Zupta too@Steemit OneAzania I think that will be fare too @Steemit OneAzania . but also they need to call Ajay Gupta and hi brother to come testify and call Jacob Zuma too. dont you think so Steemit? No one will be arrested. @Norman Zwane. What happen at Life Esidimeni. No one was arrested instate they Dr Cedani Mahlangu was elected back to her duty. Yes @Steemit OneAzania. I personally don''t see where is this inquiry is taking us to. The question i have is that what happen at Life esidimeni where by more that 100 people die under Cedani Mahlangu I think the only way to get people arrested its only when people can appear in court of Law. That we can say yes people will be arrrested. @Steemit OneAzania Then this is a waist of money and time @Steemit OneAzania Thank you @Steemit OneAzania . Do you perhaps know if today will have someone to testify or tomorrow? They started at 10:00am and just now they go for tea time. Coffee @kenneth mampa 😁😁😁😁😁 @kenneth mampa. Thank you will be waiting. LOL.....@Steemit OneAzania here it come. Tea time. Why these Guptas dont want to come and clear up their names. ? They dont want to be physical appear to an Inquiry. "So if they did not do anything @bonnie mazzie. They Gupta are disrespecting SA and its Law. This Advocate is been captured as well. This is logic. How on earth have someone appear in court or Inquiry via video link? Then they want to capture this inquiry too via the link maybe. @Gambu LOL Then his argument and thoughts is useless then. @Tozamile Funani 😁 😂😂😂😂😂@Gambu 😂😂😂😂 you killing me with laugh @Thando Nkutha LOL... @Gambu How long is this man going to speak here? his annoying me now. Whos Whose this now? Guys this is just my views. All this culprit seems like do not want to come and give evidence. some they do but they want to do it via the video link.... Mistake is done by human being. but that should not prevent him from testifying. Money @Auti Mjita Who is this man representing? I'm asking myself @Mpumelelo Hlatshwayo He looks not comfortable at all. "If you have a lawyer like this What you mean @Gambu 😂😂
Tediso Hadebe,blue Bear calm down chief!
William Pieters,trolls are everywhere. he is representing one of the Guptas will we see Faith today? all implicated will have there day in court. The worst thing about elections are that the politicians always win. does amakuku mean cake? never thought about a major general been a more powerful title than general. lol
Lehlohonolo Phalatse,the judge abuses power now
Blue Bear,"Not when I see my country falling apart English!! "I know Serepa "The ANC is a racist The country is already divided as is WC is the only civilized province "In many ways
Sakhile Ntenga,Zondo came
Lorna Kavanagh,.. Ganasan ... don't be rude about the Advocate please. Ajay Gupta
Lulama Ranelo,Clearly the day is by a meeting in chambers..... "meant ""delay"""
Serepa Le Mabona,Blue Bear sit down and smell the coffee. Anc has fount its feet. Blue Bear In whose name and why will it do that. We cannot divide this country.
