author,message
MOHA m,hi
Pastor J.J,"I wish you all @elvis....Blessings to you too my friend. I wish you and your loved ones well Martha Ngoye Prasa Head of of Legal Risk and Compliance @immanue....Blessings bro "@elvis....according to some weekend reports and reading between the lines @elvis...thats absolutely what we need. A Peace of Mind and Spirit. This shenanigans has delivered untold sufferings to our people. People are angry "@mzalwane....LIFO applies. Last in first out. Bye Mzalwane Then we stay @5318oo8.......Anything else INTELLIGENT to say? @martha.....did you mean Al Capone? Probably At home chilling
Victor,state capture happening?
Patches O hoolihan,is there loadshedding or why isn't there any lighting?
Keenan Pearce,Eskom got corona aswell...
Margareth Waterboer,Sound. Is judge in already "Sound Why must we always ASK for sound... don’t they do a test run? I’m out of here... press briefing on..it has sound there "Exactly "Sorry
Oupa Moleko,I don't have any sound
Johannes Makuwa,sound please
Tryphosa Keadirile,also dont have sound. i think they will unmute for us once they start
Elvis Malakoane,pastor j very Goodmorning to you and blessed day further sir who is our guest today? pastor j Do we have any idea if this implicated mass looters will be arrested in our life time pastor j OK pastor I trust that will bring the nation to some peace of mind cos it has been long now true pastor j Richard Mahope I think scale of state capture corruption was unprecedented and hopefully will not happen again chairman is pisst off very true Richard because state collapsed and 58million people suffer because of maybe about 100 individuals she has legal degree Rubin Naidoo that group of people declared government as their THING like alcapone mafia Cosa nostra (it's our thing) Norman Zwane true name and shame
Thapelo Motabogi,"sound is available guys
Immanuel,morning highly esteemed @Pastor J🙏 "what are her qualifications as head of legal
Nozipho Shazi,what the agenda
Richard Mahope,is the world ending will there be ending with these shinanigans I will be happy if that can happen cause we the suffering are bleeding when we listen to these shinanigans look at what is happening in our country no jobs plus the pandemic that needs a lot money that is in few people's pocket. Not waiting their chance but busy as we chat True as the law stated who were the owners of the companies wil he be ever jailed I think he is still a cancer where he is was these lady undermined
adrian albertyn,lock down why cant the camera go to the advocate
Alexander Weitzel,fat chance
Ricus Ellis,"As long as the ANC is the governing party It all depends on the Public Protector and the hawks to take these matters to court
Norman Zwane,"It is this culture of ""not naming names"" that got us here in the first place." @Inam I guess we have other pressing priorities now. I share your sentiment. If Zuma is forced to come testify he will suffer from Corona and will go to Wuhan for treatment. "@Ricus Ellis I agree. If any have not yet stolen
Inam _,Close this thing. We are busy with COVID-19 now.
Joseph Dawkins,p
Mzalwane Mzala,"Is this gathering in compliance with the regulations? If not Th count start with me . 1 "@Pheladi Lamola Do not listen to @Pastor J . LIFO is not relevant here. I am number 1. Pheladi is number 2 @Richard Mahope has declared himself so he is 4. Lucky ran this SOE like his own spaza shop. I am also curious about that. He threatened to come and reveal things but later changed his mind and said he is not coming because the commission wants to temper with his evidence. For a couple of months he tweeted about being busy preparing a statement and he said that will expose many people. It was disappointing when he said he is no longer pursuing that. The commission must just issue summons to him. He is no longer working for government Soni must sit down and rest A magistrate was suspended based on the evidence presented in this commission. Consequence. Block Lucky once suspended an Executive after he told him to be in a meeting now and the person was in another province. He was the law at Prassa
Pheladi Lamola,@Mzalwane Mzala 🤣🤣🤣 how do we determine who leaves?
Sechaba Mothiane,"This is my friend
MoneyMikeShow,LOMATIUM ROOT CURES ... CORONA VIRUS !!!!!!!
5318oo8,that hairline corona did it corona pranked her lookin like this guy wants to slap her hairline back into place @Pastor J thank you for your service @Pastor J being a pastor if you are one
Diwi The Doer,When is Dudu Myeni's judgement to be handed down?
carnoth ngomane,"Montana must come to the commission and answer for himself i guess his handlers advised him against coming "@Mzalwane Mzala do you by any chance know where this Montana is That's better he was a cancer at prasa thats what i do BLOCK THIS RUBBISH
Rory Lee Farnham,He will talk himself into jail. A lying corrupt thief.
Martha Motuba,dudu myeni a real Alcaponi👎👎
joshsua Brown,why stop talking keep lying
Enoch Dipela,Eish! I hear that damning evidence is coming out at this commission but the key question is this: Will there be consequences at the end of this?
Granny Mokwena,sound
Antonie Engelbrecht,bad sound
Maureen Sole,sound low and there is a hum SOUND ENGINEERS can you not hear the buzzzz
Mbuso Ndlovu,Where is AGRIZZI I'm an African and i'm proud!!!!!!!!!!!!!!!!!!!!!! @Emily- love sǝx тAp pн0т0 [lιve cнaт] Hi How single are you????????????? Who is Mr Montana @Emily- love sǝx тAp pн0т0 [lιve cнaт] STOP lying
roza,there we go again 😖😖😖
Jacqui Baumgardt,@Ava- ʜ0'ᴛ ᴄʜᴀᴛ ᴊᴏɪɴ ᴍᴇ [ɪ ᴍ ʟɪᴠᴇ] -they said about 5 weeks - three tp go How do I slow the chat down? Please can people remove their nanobots Please help me @Pastor J The flipping bots - driving me mad Montana was a despot @Cerebis - there are so many. Tried to do as many as I could there should be a means of blocking them all ab initio 😀 No prob
Sky,Is the judge running short of evidence leaders. I don't feel this one at all.
Adem Ari,Praise allah
thapelo joseph,you are still watching state capture rona re busy ka corona
Bev Daniels,"Why is there so much rubbish that people are posting Stop this it is irritating ARE THE CHILDREN HOME FROM SCHOOL ALREADY THIS IS UTTER RUBBISH HOW DO YOU DELETE ROBOTS PLEASE BLOCK THEM FROM THE ENTIRE CHAT I WOULD APPRECIATE IT
Steven Jonathan Smith,Jesus Christ is the answer to this coronavirus. The whole world shall know
Singi Mathebula,These so called RET's were a law unto themselves. Zuma's best legacy 😭😪 what is this love sex mara😪
Cerebis,Report and block the bots "Took me a while "Every time I listen to evidence like this against any of the Zupta/ANC appointments
GEORGE SOLOMON BANDA,the trust relationship had brocken down?
Sello MOYAHA,✌
