author,message
Musa Bakiti,morning Chair it's Breakfast now.No tea time Adv Maleka😂😂 The nervous girlie Who was running the farm all this time madam. "@makhosi nobhatyi She is not white Adv Buthelezi and chair just call her madam Martie van Rensburg was once miss Orania in 1985 Ladies did you agree the dress code to be black and white?
Briony French,ha ha ha ha
Lesedi,Here's the nervous cute lady
The Xilaman,who is up today? shame this attorney is nervous. relax you're doing well 😊❤ advocate* The whole nation is watching. yes you're right. she'll find her stride. hearing these people state their qualifications motivates me to work harder. impressive. how did the state capture project happen with such capable people at the helm? how do we get SOE CEOs without matric qualification when SA has hoards of qualified people. 🤣 I love South Africa when we aren't going head to head. commissions like this etc show us that there are many outstanding individuals in our country.
Thapelo Motabogi,😂😂 "maybe she just graduated into advocacy
Mandla Ndlela,stage fright
Desmond Masilela,@Thapelo Motabogi. She's not confident the Adv @Eric Kandekana. Yes @Felix Muyoba. Martie Janse Van Rensburg. @funicanz. Ask him / her Funcanz. We can do so easily? @Felix Muyoba. Yes. I'm not sure the different btween mevrou and jevrou in Afrikaans @Felix Muyoba 😂😂😂😂 @funicanz. This group is not capture. If he want to be capture he must leave this group and go to muthi's group. @Yin Yang . Thank you. Eish Afrikaans. @Yin Yang. Whether she's married or not?😨 @funicanz. you said juffrou is also a female teacher. So i want to understand what if she's not married? and she's a female teacher? Or she's "@Yin Yang . Thank you Yin @funicanz . Thank you. At least i'v learned something today. What is that policeman doing there? is he ready to arrest the culprit?? @funicanz and @Yin Yang. 😂😂😂😂 Have you guys heard that the Big Fish (Gigaba) has Unlawfully grant the Gupta the citizenship and now he must be held accountable. This come come from the ANC comity. @Anne M. 😂😂😂😂 Like Vytjie Mentor? The camara man is showing us double chair. I'm just off to Chyrol Zondi briefing the media. Will be back soon. @funicanz. Will do so. 😂😂 "This cameras of today tjoooooo @Anne M.. Exactly @Anne M.. Noooo.... my side as well. Awa camera man this cant be. Not to waste more money to call the witnesses. The NPA should also come and take their own evidence right here at the commission. take who ever is capture straight to court to be prosecuted. @Felix Muyoba. yes. Think about this. The NPA will still call this ppl to give evidence they can simply take notes right here simple. to cut the cost Something is not right here. The Adv is asking question and the witness has got answers written on the paper with page numbers. Why can't they just take the paper and get the answers out the paper. from the paper @Derek Main. 😂😂😂😂 @Sam men. Can you please give us some time to resolve our problems here at home. Once we done will come rescue your country. @Sam men. Just now the Ethopian ppl will ask if we have sorted our problem here and we wont have answer for them. so give us some time will come to you. @Mzalwane Mzala.. 😂😂😂 We were almost been captured by Zuptas and to leave our problem and jump to other country wont help us. Lets fix ours and will come to them. "@funicanz.Yes everything only 20 % @Derek Main 😂😂😂😂 @funicanz 😂😂😂😂 Why did she replaced the Charted Acc? Was she hired buy Guptas? Are we expecting another witness? Where is everyone in this group?? are also been captured guys? why so quite. @funicanz.Thank you Funicanz. @Madelein Huxtable 😂😂 Okay. I thought ppl are been captured as well. because you can not trust Guptas.
Abel Manyedi,But this is her 2nd appearance as a leading counsel 🙈🙈 Janse Van Rensburg Miss Buthelezi plz @Musa maybe she's an acting Judge in Transvaal 😥😥😥
Neil Fraser,"@Xola X The Xilaman Could it be that in most big organisations
Madelein R,Morning. "I only logged on now Mevrou is married and Jefvrou is not "Thanks Yin "In the business world we need to speak English Just joking! I don't see any ring on her. Divorced woman is also mevrou "No Frik "It was originated from Duch in the Cape. It was spoken instead of Duch ""in the kitchen"" - away from the upper class. Before the groot trek" LOVE TO BE A SOUTH AFRICAN!!! "@Frik Brits - we need to inform people when you are offended @Frik Brits - Dis my taal ook "@Felix Muyoba - coffee an important day drink. If I could have a whisky now I would "@Mzalwane Mzala I agree with you. The DA started well in WC "@Desmond Masilela - I am here
makhosi nobhatyi,Not all whites has farm Musa Bakiti @Musa Bakiti even Afrikaaners not all of them has farm so just correct that "I never heard former President state his concerns about poor performance of these SoE  "I love this evidence "This Sc is prepared and well trained and advised as articulate these questions Married mevrou @Madelein Huxtable vote ANC for all race
