author,message
A Luta Continua,"Lying "Why does nobody mention Porsche SA Lets sign the petition then to change the voting system then that maimane is advocating! "To get SA back we need to eradicate the ANC from every decision making office in our land Ask another question....Why are ANC cadres buying property in Portugal? Its always about race in this country...Do you guys not listen to the cucumber in chief of the EFF Champagne socialists with red overalls to fool the muppets...cameras should focus on the R40.000 Tom fords & Prada's. Unfortunately the masses see this as aspirational & keep voting these clowns in @Ntyab Mninw Mninw You want land.....Go earn it. You just want a handout....Chances are you will sell it ASAP to go buy yourself a mercedes benz "@Val Speirs : Difference is They helped their own I wouldnt put this clown in charge of my household "But Judge  "LOL. Constitution of ANC speaks of dignity for one and all. One has to first respect the constitution of the anc "@RAS Allusion "Expenditure and recovery plan? really ? This fella can hardly understand questions. ""There should have been a process"" WOW....clowns to the left of me Jokers to the right" "Who on earth pays for something that is not agreed upon? and still has the audacity to wear a suit & tie (ala Malusi Gigupta)...Chucking out all my ties and suits. ""A suit dont make you smart Baba!""" "Go on BABA Short course MBA thats whyyou are a black south african @Mbuso Ndlovu : You would also take it wouldnt you....how proud you mother must be....!
Fred Desrosiers,we all do not understand either "@A Luta Continua "@canis Africanis I am getting the feeling the ANC itself is captured and rotten from inside. "@A Luta Continua "@KgaitseweM "@Eric Sithole Yes. But Actiin SA needs to start promoting itself. wish list for over 1B? ok. I am mistaken. It is 600m + 1B. "so suppliers were not approved
Nkaviso Confidence,"The Chair can't understand
Cem Yalçın,:pog
FieliesSA,"If I knew so little of the department that I was appointed to "@Canis Africanis Its still a start. If ""Cloudy"" was still at SABS *SABC "So many policies and regulations to prevent this. Yet the people in power can ignore them at their will
Danie Nilsen,lol my contractor also disapeared into qwa qwa and then i was asked to complete the project after an amendment was made how much was needed to complete the work
Thabo Mokoaleli,Everything is yes from the lame duck Mr. Mokhesi 😂🤣🤷 Mokgetsi has given up. He has already seen that he has been caught by hard facts. He is now voluntarily complying with everything 🤣🤷😂 "I am waiting for a moment where is going to mention his principal "Mokgetsi is collaborating positively "All in all a Tender system must be scrapped "Vasie There Hawks and NPA should be taking notes and act. This is a low hanging fruits 😂🤣🙈
Angelo Doubel,🤣🤣🤣 @ a b c yep. and they like blame Apartheid for their corruption @ a b c look this situation 500 000 houses was never built. R 1 billion missing. how many poor people could have benefitted. 🤔 @ Himesh yep. I am voting Herman Mashaba. he has proven himself. @Vasie. I was reading an article in the daily maverick today. the US government is conducting investigation into Guptas accounts across the world. @ Anchor the net is closing on them. SA will get the money back. @ RAS it's not about being educate or intelligent. But having Ingerity to lead government institutions
khulekani bonelani,@Chad Aimes 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
MASEGO mpitsang,@Blake Yogi the irony of the light and the sins🤣🤣🤣🤣🤣🤣
Bonang Sithole,Commissions are part of accountability. So I will vote ANC again because they account through Commissions and other gatherings
KgaitseweM,@Bonang Sithole accountability without justice is not accountability. taxpayers have been funding this commission to run for a long time and who is in jail now?
Morwa Azania,"since the banks are clearly refusing to finance black owned emerging businesses "@Fred "@Fred "n to add on that @Visibly do you still believe anc has made this laws? Nna I think this things were written n given to anc n the same anc acted like Jet Li's n told us they wrote the laws n regulations
visibly annoyed,"@Eric Sithole thats my problem with the ANC @Vusimuzi Nkosi true but we would rather have no corruption then have have mostly corruption
Sameer Bhosale,jai India.................................... Jay India.................................................Jay hind Jay India
a b c,"It's been clear for a long time that the ANC doesn't care about black people... thry just want their votes and bring up apartheid as a red herring every time someone exposes them It's not about race... it's about corruption... they try to turn everything into a race issue as a distraction @Blake Yogi Exactly!! All these tactics are jusr messed up Well they make everything about race but what they really care about is the money... they just use race as a diversion @Angelo Doubel Exactly... and many supporters just go with it... @Blake Yogi lol... she ran out of somewhat useful things to say... it's all so hypocritical @Blake Yogi agree on the race thing I wish people would see things through reality... race/gender/age whatever is just an old excuse that has no bearing... corruption is corruption @Angelo Doubel they're heartles man I shortly listened to Al Sharpton on Sun... I think his mentality is just feeding the fire... Yeah... some people may know they're corrupt but since they benefit from the corruption they keep the ANC in power... And when they're not blaming white folk they're blaming foreigners who are here legally "@Continua it's not ""chances are"" they will definitely sell the land after acquiring it... I've spoken to a bunch of people who want land and they admit that they won't actually use it but just sell it" The ANC really did this country a disservice... ANC is like a mafia... whistle-blowers are either bribed or threatened CR is also continuing the China takeover though... Perhaps it's in off-shore banks right now No politics governs us... people are evil SA could've been competing with other nations right now... but the last time the dollar was on par with the rand was 1987 Personally I'm getting a bit tired of hearing all this race and feminist nonsense... @Himesh lol 😂😂 Yes you're right Nkosi... but having a constitution just to break it afterwards is a problem Another case of not practising what they preach basically... 😅 I know of a case in the US a few decaded ago where a guy was thrown in jail for 10yrs for stealing a chocolate... he was still waiting for his actual trial But they forgot about him Cruel world cousin... @Himesh 100% agree... special treatment shows that the world just ain't fair... Generally yes... but some prisons are full of human rights violations Well if we did then we would also have to account for it Now we know what you would do Mbuso... Everyone is corruptible... that's true... but not everyone chooses to be corrupt...
kevindbn007,Well said @ Chad ....Ace your time has come I see this week being a shift in the ANC and how the top brass will shine the race card is old news now just stinking selfish thieves is that the legacy thats gonna be left thats how ppl will view the anc pity the bad apples really screwed up this country "ANC is "@Blake "@Blake eish Action SA is something to look at They knew Mr Zondo from their own cousins "a nation that looks constantly to the past and alwyas blames the past "learn from the past 1Bil = 1000 Million.......................sheeeeeeu we need to sue the ANC anc ..... hollow promises @anchor they all a bunch of thieves the demise of the anc as known is near "Mr Zondo CR's hands were tied.... he was the fall man "if you recall "when the ANC rejected him agreed @Chad Aimes 700Million in Water department "corruption where was CR then @Himesh. no other person would have had the ability to defend CR is very shrewd ppl are still without houses and their party stole it to enrich themselves "@MW spent on lambos evil is evil Gordaaaaaaaaaaaaaaaaaaaaan will have all the info "PPL are evil he ws finance minister
Ntsikelelo Lucas,ALL ANIMALS ARE EQAUL BUT SOME ANIMALS ARE MORE EQUAL THAN OTHERS
Wife Beater 976,stop
Rakatsinyane Tsolo,Radical economic looting of Zuma and Magashule "Thanx Ramaphosa won ANC presidency
Ntyab Mninw Mninw,WE are Not in ä Point of stop blamming the past without economic equality and Land equality.
Himesh Mothi,"the thing about the apartheid government was that we knew they were corrupt "yet these anc cadres think it's ok to rob the very people that put them there "I fail to understand how earning a salary of millions a year disadvantages you  sa needs to realise corruption has no color...if anything it's worse when people indigenous to our land rob their own Blake apartheid was a system but that does mean its practices were not corrupt they looted money the very same way it's been looted now Zuma was the worst door though crying about white monopoly capital while he was selling our country to foreign interest "like we are basically owned by China and Russia due to loans zuma n his accomplices took for state purposes I agree val "the Anc is scared now though....mashaba is providing a real alternative the anc died the day they recalled Mbeki lol that lady upsets me...like how can u spend ur life as a doctor n be unempatic to the people of our land I do have respect for cr....he put alot on the line for the presidency "h but he is the lesser evil no Kevin politics is evil ABC that's also the last year weed was legal lol I was born in 87 "that women is an insult to the strong and righteous women of our country lol it'll probably be a saxonworld sheebeen "in my early 20's I was arrested along with some friends for possession of narcotics "my life yet I accepted it cos I was in the wrong as well "it's not crying every individual needs to be equal in the eyes of the law "this whole idea that anc cadres are special cos they fought apartheid is bs benefit over the many others that sacrificed as well hi val it's not state law as yet "but it doesn't bother me now I wonder if we ever going to get the guptas bk in sa thank Cyril changed the scope of the commission so they can use it zuma had it set so non of this would have been admissible in court "i would never steal it's all about the values you learnt growing up "I agree abc noooo what am I gna do for the next two hours lol did any one notice how trump is doing to America exactly what zuma did to us peace guys be safe
makhosi nobhatyi,SA is very corrupt
ANCHOR,do these people have guilt conscious in them? I mean he's probably still enjoying state's services. do they even get arrested after Londiwe Mncwango 😭 "in our fellow black leaders "I am fearing that SA might be ruins be the time we're grand dads there's just so much hate amongst the native South Africans so much that the rainbow nation is slowly turning into a mess unworthy of looking at these people must be stripped everything and must leave in a flat somewhere in Point Durban and leave on government services they'll feel the heat Angelo if the US are in then it's ON Hhay Vusi baba yonkinto ngeANC nje gede "they not gonna get arrested these ones even here in South Africa Mr Ndlovu
NancyBrindley24,"Who you going to arrest
Russell Matsane,Self consciousness prevails 🎃🎃🎃 ANC don't take their constitution serious why should we read it
Rasheed Kashmen,سلام ھم یک غریب عوام میرئ درحواست ے ایماندار ئ کام کرئ
sun grow gaming,hello
LAMBATIM HELENE,Très édifiant pour moi. Merci
Randy Roman,Corruption is like cancer.. eventually the whole body gets affected....
Vigrosh Kolatsoeu,لماذا تسمي الآخرين فقراء؟ هل أنت غني؟ ماذا تريد مع الفقراء؟ اذهب إلى شعبك الأغنياء واتركنا وشأننا
Ангел надежды,What is this
Wildthing,bug question is where is the money big if there was not all the race hate devide pushed out the focus would have been in the correct areas to stop such actions. :goodvibes:
franklin clement gondwe,where is the people's money as we speak now. can the tax man recover it buy using what we call the shortgun The risk of our country facing financial problems are real is the world divided by who is rich or poor
Vasie Maistry,The money is long gone and not coming back Duduzane and the Guptas are taking care of the money in Dubai
Vusimuzi Nkosi,some members of the African national Congress indeed are corrupt but not the ANC it's self .if you disagree with me please read the constitution of the anc.
Andre Gerber,Vusimuzi YET the ANC is protecting the corrupt members That makes the ANC CORRUPT
RAS Allusion,"A Nation's Constitution has to match its constitution "@A Luta Continua I am just a person who shares the knowledge that has been shared with me "@Angelo Doubel  "Likewise "If you believe that you work ten hours a day in a farmer's field and you shall be paid for all ten of those hours you willingly work "Governments have been hijacked by factions Government controlling the means of manufacture/delivery (production) us COMMUNISM! It has never worked anywhere it has ever been tried. It always crumbles under its own weight. "Government's purpose is not to mind our business for us From each according to their ability to each according to their needs......this is what this man in the blue and white checked tie is espousing. Marxist CommunisM!
ilokana amerikana,hello
Umar Singh,Recent British financial grant to SA Solidarity Fund- from white capitalits.. Will this be accepted by politicians and their parties. Heh Will JZ appear on 9 Oct. Or is he going to Cuba for treatment
Harshita Chamoli,poo0 poo0
Kantibhai Makawana,:sanitizer::sanitizer::sanitizer:
Tom,Will judge Willie Seriti be asked to appear at this commission?
Willem Botha,l .
Hennie Bouer,Ek is seker die meeste verskaffers het nooit eers bestaan nie "Opvoeding is dat jy mag maar steel
Mike Molefe,The DG's evidence is meant to deflect and implicate the junior officials who were dismissed and the then DG redeployed to the municipality
Thabo Ditseho,HOD is sinking slowly
DA COLOI,MADI A DINGALO GANA GORE MOTHO O SIAME A BONA
Mpho Khoza,"@Mbuso Ndlovu
Puleng Mmila,was mosebenzi Zwane the only mec in the free state? cos every dept in the fs province that was rampant in corruption he coincidentally happened to be the mec at that time zondo is too early to adjourn
levy manaka,"mbuso you mean stealing is to be justified 
Karthi,waste of tax payers money and this pathetic judge is ok with it....none of the people in this enquiry will be jailed.
Eddie Reddy,"you see how dirt is reflected
Agnes Mgwenya,"
Maria Lucy Liwa,still watching
LUTHO MTANDEKI,adjourned for the day?
Kobus Lessing Lessing,zzzA
