author,message
Rudi Haywood,African time 👍🏽 "@Heather Cotton quite so. Munusamy on discuss leave after implication Colonels doing flight bookings and car maintenance 🤦🏽‍♂️ It would take 5 years to get through no? Panel of judges Sadly those implicated don’t see that they did anything wrong... dissonance Perhaps who they spied on? Politicians etc? "Flights Gave them footrubs and he realized “how can I be a colonel and do this” "Well if I were to attempt a line And informants get paid from the secret service fund 😏 @hendrix 👍🏽😂 The laanie had a vrou and a queen! "😂 these guys have a never @Kay Kay we need to hear it all no? Popcorn and smarties out! Yoh @Kay Kay I was falling asleep earlier with buying tyres but this... 😱 "@Heather Cotton @Gee Peex1 do you have faith she will? No wonder IPID was silenced by Cele 😱 Zondo is loving this part 💪🏽
Oscar Theo,thank you chair
Yolo More,Chair is there any law that prevents you from taking over this evidence leading thing? We are running out of time and the evidence leaders seem as if they don't understand. People have to go to jail. The findings of the DCJ will be more heavier than those of the other chairs who presided over other commissions. I hope and pray that he uses an iron fist when he makes the findings. Makoya Aggrizzi "Watson Watson he was being modest😂😂 "Watson "Hofmeyer They are busy with the big fish. The likes of Dudu Myeni and Koko Matamela. "Tikvah 😂😂😂😂😂his fancy hats 8 people flying to Singapore to buy 1 equipment which should had been ordered online. Tikvah Olam he was kept in the position to protect the evidence. You use a thief to catch other thieves. "After this strenuous commission Stop now. You need to go and rest. DCJ is not well at all but he doesn't wanna go and rest. "Kay Kay no So much info. No Hendrix😆😆 "Lex Kruger 64? Huh! And high rate of unemployment 64 members at a go! The side chic is a queen! Bloody cheat Sthakathi but why is she called a queen while the wife is vrou🤗🤗 "Sihle Now Mr faceless is singing. Yhooooo! This is a mess. Cadre deployment is destroying this country. A drug dealer appointed at CI! Is this Lazarus white or black? "I know "OK Shame marn. He is a workaholic
nkululeko ngwenya,kubi
Deon de Swardt,@Yolo More .... spot on ! Under witness protection 👍 NPA even slower than Zondo Commission ! @watson mutanga ... exactly This is what happens when you do not account to public - hide everything as state secrets 🤬
Phillip Thamahane,why we do not see the witness waste of tax payers money
Paul Buchel,"@Heather Cotton​ "@Kay Kay "@Person of interest​ "Frightening stuff @Rudi H​😂😂😂😈 "@Rene Kieren "@Person of interest
Damaking Alie,@phillip.... I wonder...
Dan Brown,I see Miss Wentzel realised that her Blouse was gaping for the hour before lunch. Maybe it was just me. :)
Pheladi Lamola,So the new ticket invoice Flight center generated was a valid invoice or fraudulent? @Rudi H even discuss leave was also fine because she's in discussions with her lawyers to respond to her being implicated 😂 🤣🤣🤣🤣🤣
Pedro P.,Ramaphosa must duck....... bring Bolsonaro
Nomonde Maxhaulana,secrets exposed vrou vs queen
