author,message
Pastor J.J,Be grateful that you do not have everything that you want and you are still seeking for it. Have a great day to achieve your success! Because you are special friends of mine .🙏🙏🙏
Eric Belle,morning pastorr J may be hellen zille or patricia de lille would be right to lead this country unyanisile Gugu
Gina deW,@Pastor J - wise words. My only desire is that the country finds it's true self and becomes all that it was meant to be
Askar Niko02,let see u live pist is too or cheating n hypocrite like a witch mafia gang all . because russia president coming post aporove on court in this hold 9 months but mafia cheating n hypocrite play politic on us . so let see u live also are hypocrite or not i did not mean to for insult any one chair like he crush one helicopte with 9 people death last year in usa sport black ( sorry for my call black becsuse i did not remember his name ) men death in helicopte
Avis Yetti,"if you fart in the water "zondo fart if ithe hear us on "zondo "yes "the referencing takes up a lot of tax payers money ???? he is a pig at the public trough.
PELEGELE THABISO,Rest in peace baba 😭🙏
mandisi ntauzana,Adv Garth Hulley SC i suspect he is a brilliant criminal law counsel.
Easy D,Let's hope it goes towards his legal team.... Yes just started @ Bev Daniels "Oh the antic of this witness Oh he attended yesterday ... why didn't he prepare for today... always excuses... he want to stop ..the questions...LOL... Yes i agree.. all criminals should/must be prosecuted @jones noah Banda.. Oops the volume... Ok tea-break..well that make sense... I hope the witness don't start complaining of stomach pains.. next....:elbowcough: There're are protocols that must be followed..... A witness definition of a report... really this is babble... I think the only way you can ever get a straight answer from this guy.. is by water-boarding...😆😆 and a bit of integrity... Exactly ... this action is known as gross misconduct and is a criminal offence.... now stop using these hypothetical scenarios .... to hide your incompetence..it's pathetic... Also that's when my cat gave birth to 6 kittens... and the my Koi-fish arrived... really..... The witness gave long distracting scenarios deliberately... avoiding answering the questions... Yes ... Judge slowly lead him into the pit..... clearly he was crap at his job.... Ah who's now asking the questions...?????? he just can't follow procedures..... even now... he's panicking guys.... uh oh.....😳 pure contradictions through out.... now stop the babbling ... oh he's now a language expert.... lol... Exactly..:@ Dominic Przybylski ../
Bev Daniels,"Morning all Thank you "@Avis "He is corrupt @Abel because he does not want to answer any questions in case he puts his foot in it. No the kraal at Nkandla "@Mbuso "@Alex "He says there are rules and regulations in government "Morning Ishaad Mr Nhleko holds a Diploma in labour law from the Graduate Institute of Management and Technology. "True voters do not realize what they are voting for "OH DEAR Yes he is nervous that is why he tries to joke out of it - drowning "@Peter Little jack horner is now in the corner "He had just said he did not ""instruct"" but ""requested"" but his affidavit says instructed"
Anthony Ramasike,lets hope it goes well today Lol..@Mbuso the name ANC only does not steal
