author,message
Rox,welcome back
Thabang Mohale,morning everyone yes me as dp again waste of a billion daily maverick is corrupt vote eff cigarette ban will be lifted next week monday alcohol ban will be lifted in november malema will be my deputy when i takeover from cyril DA stands for Demonic Alliance never vote for those demons in alliance
Annette Peploe,hello everyone
Wesley M,does this inquiry carry weight because even Cyril is corrupt???? our head of state!!! we have to get rid of the ANC first Sibusiso I don't know where your issue is with my statement but I'll confirm my statement for you Ramaphosa is corrupt. the ANC is the evil I our society!!!!!! I'm not white my grandfather is a sotho Sibusiso he is corrupt that's why he is failing to stop corruption. "when they said to ace your son's cannot receive tenders from Gov he said ""why not others are billionaire from Gov tenders"" and ace is right. he ment cyril. Sibusiso" the ANC makes it impossible for anybody to stop corruption because everybody in the ANC is corrupt Sibusiso Cyril Ramaphosa is corrupt!!!!!!!! it's not hate speech our biggest problem is the ANC. ALL of them even Pravin. All of them. look beyond Black and White and Indian???!!!??!!! "whoever the ANC appoints wherever our downfall ladies and gentlemen is the ANC. you can make whoever their leader it will not work. "how did Cyril become a billionaire? through government tenders. so Ace Magashule is right when he asks Luvuyo that's our other problem. we don't have a replacement for the ANC. I'm going to vote for Herman Mashaba or ff+ I'm not sure yet. but eventually I vote for South Africa. not a person or party. "guys you're not saying anything I'm just saying we can no longer continue with the ANC. they are playing sick games with us lol!!! "I will vote FF+ even if it's a white party I will take Ace anytime because Ace is upfront. Ramaphosa is sly. he is a dangerous person. remember Ramaphosa got the brothers in marikhana killed Mr Zulus lies is making him tyred Gauteng contract????? asking himself Mr Zulu just say I'm guilty!! lol!!! "thats what I mean when I say the ANC is playing sick games with us. if you don't understand he can't answer when is Ramaphosa testifying???? Mr Zulu is a Tsotsi!! the people are afraid to sing there buy Zonda and it's the shell road to fame there. they must sing "you must sing Mr Zulu lol!! it's too hot to sing there how will Ramaphosa save the country he is corrupt himself. how did he became a billionaire???? I didn't know asbestos can bite sing Mr Zulu. why are you speaking in a deep voice now?? you sound guilty lol!! comfort break Mr Zulu don't need toilet he's burning "when is msholoza coming back we are waiting for Mr Zulu to come out off the cooler. he was frying a bit lol!! the relationship between human beings and money!?!? eventually business will be more important than politics. kids ar Mr Zulu is cooler now maybe we'll get info from him now lol!! overheating again yhooooo!! puzzle is coming together money all our politicians are businessman and women. all of them. "we need to do away with the ANC yes family and friends also. even Cyril's sons are getting gov business we only talk about Duduzane and ace's sons even Lindiwe Zulu daughter opened businesses when she was small business minister Sibusiso Lindiwe Zulu's daughter was the only one who profited from her being small business minister. cause real small business entrepreneurs got no assistance from gov. in her time sad "Malena also Mzala do your research Mzala how did Ramaphosa become a billionaire??? the one who did business with bosasa "It's funny Mzala Mzala he did business with Bosasa who did business with state departments like Brian shiwambu did business with VBS Mzala how did Ramaphosa become a billionaire? Ace had an interview with Samkele go listen to that Mzala we buy Savannah cigarettes freely from my friend for R70 wich was R20 before the lockdown. The Savannah that is owned by the Italian. DZM and Malema'. The only cigarettes on the market. which
Queen K,did you have lunch fam? hai kunzima these politicians i think they are assuming they are running the country 😭😭 Wow... 😳😳 iyooo they steal with impunity this is disgusting🤮🤮 cry baby Zulu
Bobby Lawrence,What proof do you have that the president is also corrupt? Stop making public iresponssible missleading statements.
Sibusiso Sibusiso,@wesley Myburgh is this rant anti corruption or anti black "@ Myburgh Myrburch I don't care whether you white or green @ Myburgh Is Batohi corrupt she is also failing to stop corruption? "@ Myburgh be cautious of your generalisation  @Thembeka🤷‍♂️ @ Myburgh I agree about leaders of the ANC being corrupt by not every member @ cannot wait to vote them out @ Zantsi eagerly waiting an answer fro @Myburgh @ let's wait Myburgh will respond its getting interesting between Zulu n Pretorius "@Myburgh it's TRUE concerning Lindiwe Zulu  @Myburgh not only the daughter but they had ventured with Mandela's grandchildren and Lindiwe Zulu sons as well @Myburgh I'm not saying they were corrupt but they benefited from small businesses funds
Quest,DENY!
Smart Guys,and at its worst under Cyril anc
Akhonamandla Gala,Zondo is smart Mr Zulu is trying to be clever here "@Zim news 😂 Mr Zulu's arrogance won't get him anywhere this time.... nogals he can only 'azzume' "Mr Pretorious is on fire since in the morning today "now azzuming is the order of the day 😂😂😂 come to think of it this Mr Zulu guy didn't want to testify he wanted to be incognito... "Pule "Pretorious is looking for his trump card now Go Go Mr Pretorious "Mr Zulu can think he is clever but he will never be clever than the truth. truth always prevails "Zulu is now getting arrogant the truth hurts "Emmanuel DD what about booze? I'm so proud of Oupa Pretorious big up to him today he was on fire:elbowcough: he's crying oh no he's just shining
Barbara Sattler,he is lying Another rule: don't present documents with a dark background. why? @Wesley I can't vote in South Africa. Still I think it is a beautiful country and I don't want it to go down the drain. @Luvoyo qualify your answer @14:49 @Luvoyo I didn't tell you who to vote for mr. Zondo exactly. Bravo @Luvoyo I haven't read the constitution of the FF+. That's why I asked for qualification oh je Mr. Zulu knew exactly which contract @Gray I think a house lying
Red Horizons,"stop wasting tax payers money
Mduduzi Thabede,😂😂
pedro neto,Zondo for president
Jacqui Baumgardt,I wonder if people know that eyes speak louder than mouths @Akhonamandla Gala - he only just woke up
Theo van Zijl,Robben Island is not only known for the prison . . it also delivered the most millionaires per sq meter than any other land mass. That should tell you something!
Tseliso Ntsepe,"Wesley I think Cyril is outnumbered in the NEC for him to apply what he intend to do 
