author,message
The Xilaman,Its up again
Pitso Mosetlhe,is NeneGate back? nene is back
Desmond Masilela,we back guys 🤦🤦🤦🤦 go to ENCA guys pleasure guys NO one want to say yes i am implicated. @Musa Bakiti. my pleasure Musa. How come you sound is in Afrikaans? His changing the subject. What is that sms all about @Musa Bakiti. Even in ENCA is still in Afrikaaner? @Thando Nkutha Yes this is delibarate We not gonna here the message of Floyd Shivhambu "eNCA​We are experiencing technical issues with our stream. We are working hard to resolve this""." This is from ENCA guys This is sabotaging really. Same time SABC and ENCA how come? Just because his done reading the sms then pomp here comes live!!!! What was he doing at Saxonworld How can you respond to a matter at someone's house? Why did he not respond honestly? How can we trust now that his telling the truth? Nene read!!! @Thando Nkutha whose this???? @Thando Nkutha. Oh okay Thando thanks. This man must be tell us what was he doing at Saxonworld "You leave your office you go visit someone in his office!!!! and we know that those Zuptas are skelem @Michael Michael. He must tell us how much he got from Guptas @Monique’s Makeup. No he resigned because his name was in public domain. @Thando Nkutha. Exactly. Here we go again @Thando Nkutha 😂😂😂😂 Why cant this ppl be arrested mara vele Now theres no sound and ENCA also This guy think this is a platform to cleanup his hands Chair please squeeze this man until he tell us the truth. Julius Malema once told the president that they wrote letter to Nene and he must answer honorable. They ask Nene how many times did he visit the Gupta. that was one of the question. This guy think his in parliament where he would just liar in public. I think the Chair must regularly remind him that his still under Oath. Where are the HAWKS guys? @Thando Nkutha. Ubani obhedako Thando? @Thando Nkutha 😂😂😂😂 Theres no such just to pop the tea Chair please remind Nene his still under Oath The visual is up and down!! I suspect we might go on Load-shedding just now. Squeezing him Judge Zondo. @welton paulse 😂😂😂😂😂 @welton paulse 😂😂😂😂 you killing me His thinking liar @Thando Nkutha. Live in Parliament Guys lets forget about white or blacks. Can we please discus on this issue of Nene please please.... @John Fagan. Thank you. This is so important guys. @John Fagan. If Nene could not resist the tea from Guptas. Who am I to resist not to come join you for coffee.😂😂 Nene and his friends where capture finish and Klaar... I want to see Nene in orange overalls. @welton paulse 😂😂😂 Exactly my point from Zondo. This is what i said earlier on @Musa Bakiti. 😂😂😂😂 you right Musa.... The judge is smiling but hey careful be You see just now ppl will come forward after this The question is different Let him hang himself guys. I like this Adv @Ntombethemba Manase. Exactly His talking liar SABC we want to see hear the sms from Floyd Something is not right here. Why the adv go thank Nene? @Cigar Fox 😂😂😂😂 is his boss?
R R,whos the hottie with glasses thanks desmond
Musa Bakiti,@R R She is mine @Desmond Masilela Thanks to bring me back at SABC but my sound still in afrikaans "@Desmond Masilela may be because i am in Orania The work of ANC and Pravin MR Coco let go off the switch please EFF will close the SABC and open Real african tv network Racism just because Nene is black even light don't like him "DA in Khayelitsha  This is going to give Karima Brown something to lie about.Watch this space "@kenneth mampa Mara why black star house  Rewind the tape😂😂 "Nene is born again guy  Easy way is back way.Viva Nene @Monique’s Makeup Only afrikaaners tells the truth in South Africa. @Monique’s MakeupJoin AWB and you goin to find out the truth @Thando Nkutha One thing i know is that money was stolen. @Monique’s Makeup dissapointmet you cannot vote for EFF.Come back home @Monique’s Makeup Tell Trump to shut up his mother South Africans are doing fine. @Monique’s Makeup Send him to South Africa he can join AWB crazy whites just like him. No need for anyone to be arrested.We just need to export them to Chana. "If anyone expose Juju  What ever a black man say is a liar.mara why guys? Who ever think Nene is lying is Afrikaaner @Thembinkosi Mbokazi Afrikaaner are not green or white they are just racist folks @Monique’s Makeup Viva mother land .we are busy getting our stolen land back. Give me fertilizer i will grow up😂😂😂 The wind of change is here already .Juju it's your time to lead this land. Mara baba Zuma why could sell South Africa to Indians knowing that indians like to buy cheap? @Thembinkosi Mbokazi becareful whites are educated not afrikaaners Nene becareful Zondo is a judge can send to jail smalling Nene tell the Judge that you know Jesus now and Jesus is better than Guptas Baba Nene ypu need sangoma and Jesus to work on you. none of your business whiteness @Monique’s Makeup we need pure black leaders in africa not mix race . @Monique’s Makeup if in you there is a drop of white blood no thanks
Trevor mokobake,again?????
MY DNA CHOICES.,Sabborage Sabbotage
Madelein R,thanks
Lew464,SABC censorship at work this guy is ducking and diving. South Africans NOT forgiving? Forgive what? The whole ANC is corrupt. Has been from beginning. Why forgive? nobody visits Guptas for casual chats. There are ALWAYS motives. Money number 1. SABC censorship at work. "liar pop in for tea. I've got your money! do a financial forensic. Check for deposits into his accounts after Gupta visits. "Thembinkosi Mbokazi​  easy to bribe!!! he can't spell OATH
welton paulse,"Nene must realize we trusted him Mr Nene is now going to implicate other persons to shift the blame Hey bathong hawu "call that pastor who resurrect people from the death Jirrrr mara ESKOM spares no one not even Zondo "Guptas are busy taking whole commission hostage @steven chisa true that "Jirr Zondo "This is givernments doing. They are preparing to resurrect Nene "Look how big Nenes eyes are I am starting to doubt todays procedures with this Nene guy "@Musa Bakiti he just got resurrected Bona die man this guy is playing with us So this guy said he resigned because he met the Guptas in private? "So what are the details We want to know what he was doing there Everytime he went there he got paid 1 million @Monique’s Makeup It could only be there or under his mattress "@Magda Seguin "I always thought Nene was a clever guy Cameramen is drunk "If people dont get arrested "He stopped not because he realized it was wrong This guy thinks he is clever @Monique’s Makeup just Nene saying he stopped seeing Guptas not because it was wrong but he was scared of getting caught Dont worry the public is not stupid Been corrupt since he was Deputy "Ja Nene Ja ANC is an old age home "@Desmond Masilela  his eyes tells us he is on something and i know wht it is. He is HIGH on LIES & CORRUPTION Hey man dont come and tell us about ALL OF A SUNDAY Hey wena son] @Desmond Masilela with those owl eyes Turn all these corrupt politicians into farm workers for a minimum of 5 yesrs ​Turn all these corrupt politicians into farm workers for a minimum of 5 yesrs thinking Oath and OATS is the same thing hey mara who does this guy think he is? "look at him looking at judge with big eyes Hey you are a problem you wena This horrible member is out of order how about sending this guy to prison just to prove a point Name them man jirr He is lying man he is lying then what was he doing at the saxonworld shebeen?
