author,message
Henry Mmbando,"Julius Malena is 2018 malema our hearts coming president and floyd vice. we don't have to mess this
lucky Molepo,is after 15h00 already so where does Agrizz go after this testimony this evening? am concerned about his safety as South African we all wanna know the question might come what did he do with all this scene unfold y now he must be taken to prison after his testimony while his friends are coming and him his counting money millions and delivering "his not a hero Agrizzi thinks his clever imagine this happen for so many years and he keep silent now becuase his about to die his coming out "Agrizz is a criminal do u care about CICA dont be bothered by this social bullies Agrizzi must be arrested as soon as he finish his testimony 1st we must deal with Agrizzi then the rest will follow Vincent Smith name dropping vote ANC problem is with individuals so which party a u voting now Zama so u the problem too Vincent Smith mmmmmmm where is the proof the VBS paid EFF this gossip is tiring u want us to lose focus now leave EFF on this drama "people like gossip nje trying to divert attention Vincent Smith its a tsotsi we all know is public info EFF EFF EFF EFF EFF EFF
Portia Dludlu -Siska,African time...
Siya_Map,eNCA is on
Andre Gerber,Agrizzi does not look well and he has not been granted the 204 Indemnity it is the 2010 investigation that dragged till now against Bosasa he's got 4 bodyguards and has been threaten. If anything happens to him now it would be a stupid move
CICA - Crime Intelligence & Community Awareness,@Lucky Molepo why do you want to know? Is there a price on his head for info on where he is? @Thando Nkutha - explain? Boys & Girls - can we all have a moment's silence please for all your hard earned taxes which paid for this fatties caviar 🤣🤣🤣 "A moments silence please for all the PAYE taxes which were deducted from your payslips which subsequently funded the fancy cars @Thando have you visited our Facebook page? Or Twitter? Why are BOSASA directors not in prison yet? The others can sit in jail so long while we wait Lucky Thando - we are posting you a troll badge All politicians are corrupt We need a new balanced sensible party which is not corrupt "Every time you see VAT being paid on your till slips think of all the fancy suits Kevin. yes Kevin - Agrizzi also spoke earlier before lunch about the Aston Martin parked at Nomvula Mokonyane house "Who remembers cash heists of USD from airplanes at OR Tambo International? If you do watch Fridays evidence why did BOSASA want remotes for the cargo gates at ORTIA? They didnt do security at cargo area. Does anyone else wonder about the massive amounts of cash that went missing at ORTIA? Kevin where do you work? For who? 😂🤣😂 Imvula these people joking about rare beef... while people starve ... while these fat cats eat well from our taxes. "Nomvula Mokonyane was apparently getting 120 crates of cool drink "Blake's Travel keeps being mentioned as the travel agency who booked all the hotels Blake's Travel located at 70 Main Reef Road 1759 Randfontein - Aureus Gauteng - South Africa 011 693 3761 saw all these government officials flights and cars being booked and never smelt a rat? BOSASA head office very close to Randfontein. It appears Agrizzi ate the whole chicken farm What about the DA counselor being married to owner of Blake's travel? Coincidence? Yes Kevin and the neighbors WHY ARE BOSASA DIRECTORS NOT IN jail yes... thank you @Kabelo M our comments were limited <<<<<------ we exposed Bell Pottinger Agrizzi talking about diets is an oxymoron
Egbert Mkoko,@lucky Molepo I hope he will go direct to his home place😅
Peter Sant,gud afternoon guys.the biggest mistake I made was to vote for Zuma to be the president of the ANC later of the county with less education lucky molepe .I will vote for anc New part call ATM
Zola Marali,"This is an embarrassment to the governing party 😂😂😂
Zama Timbela,Lucky the problem is the ANC HAHAHAHA "ANC is the problem
Siphamandla Koko,no no please we can't vote for ANC again unless we not right up stairs BLF is confused useless part leader by nyaope boy
Dipuo Makhafola,oooh no Mr VicenteSmith
