author,message
Thapelo Motabogi,VOLUME PLEASE
Silas Mashava,Volume is low
Gray Muteweye,volume plse adjust technicians whos yhis witness now vol still v low.....were the technicians SABC you can still see Gavins fear in this dudes face vol still low
Yandi Masina,👀 Leon Van Tonder @Amanda He looks like this other coloured guy. He acts a lot in these old Afrikaans dramas. Forgot his name. @Ewald Kruger Leon. Not Andries. @Thando Nkutha Both of them are Van Tonder's @Thando Nkutha I'm not sure. @Antonie Goosen Remember Agrizzi said their BEE status was a lie. Sondolo @Thando Nkutha Maybe they are. Sondolo IT. "@Antonie Goosen Yes. He said it was fake "@Ewald Kruger Bosasa was a family thing @Magda Seguin Not to mention the fake companies. Richard Mti and Papa Leshabane are in deep ish😂😂😂😂😂 @Eslon Eslon He was the CEO "Guys. Mti "@Magda Seguin There's been investigations etc but NPA would tip them off Bidvest is worse that Bosasa @Lebo Pie One word - Cyril "@Lebo He's saying a lot Van Tonder just said he was instructed to destroy correctional services data. Gavin Watson is underground. "@Seipati. External company @Mfundo REWINDDDD!!!!! "That's why I'm saying he's underground "Bosasa is a maily white company. They had a few ie Papa "@Eugene Ntela No "@Eugene Ntela It's not a court They should have allowed them to speak in Afrikaans. @Eugene Ntela I agree with you. "He's not lying @Timothy Allies 🤦‍♀🤦‍♀🤦‍♀ @Michael Wild True. Watson groomed them over time. @King Vuka Nothing much. He just confirmed that he also deleted info etc They are related. I was wrong. @sipho cebo This girl is not taking her job seriously. She's acting like this is a stokvel meeting.
Lebo Pie,Eish! Very low Is this guy related to Panic Mechanic? "The only IT person He's the son to Panic Mechanic from yesterday Ms Buthelezi Thando they look alike "Stuart Thando lol He suffered his fathers sins. he looks like VT from yesterday guys nepotism played a huge role ko Bosasa @Lebo i also wonder how many companies operate in this manner "@ Yandi Eish!! @Yandi @ Yandi 😂 @ Thando Lehlanya.... Last number! @ Thando Absolutely not! "@ Thando @Thando Dankie 👊🏼 "@ Grant I think this guy is lying. "@ Ewald "Mr Chair What does size have to do with anything 🤔 Something 🐟 "@ Yose
Skhumbuzo Mbuli,I thought there was something wrong with my headphones
Mfundo Veerasamy,ARE LIVE AGAIN ? "HE IS VERY SCARED LOL "THIS GUY IS ABOUT TO BE GRILLED LEFT RIGHT AND CENTRE PROMOTION WITHOUT QUALIFICATION EQUALS BOSASA HE OR SHE NONKANYISO ? "I THINK BOTH OF THEM ARE SCARED "@ Yandi Masina @ THANDO THAT SOMEONE KNEW THAT JAIL TIME WAS ON HIS HEAD N DECIDED TO CUT THE DEAL WITH THE STATE THIS GUY UNAMANGA I THINK🤐 "BUT THIS GUY SAID HE WAS VERY SCARED OF WATSON HE EVEN SMILES WHEN THEY MENTION ANGELO
Amanda Bentsile,He looks familiar @Chuma Mtyelwa 😀😀😀😀😀😀😀😀 Okay i admit Ms Buthelezi uyathithiza I dnt know bra yoh uyadika Coming back getting some biscuits all of them cant answer simple questions because they dont understand english he is nervous He is vele his stress levels are high@sipho cebo
thando cezula,Who is this? Have this people come out of their own volition or have they been summoned? They must summon all of them! They must summon Patrick Gillingham! They must summon Monkonyane's daughter! SABC won't afford to pay those actors! We're waiting for Papa Leshabane @Sthakathi Khumalo he is trying to confuse the evidence leader with that tie It doesn't matter as long as he is talking! Sondolo? What's that? What does Sondolo mean?
Isihlahla Samabhinca,ACE NGCOBO on the MIC "I Don whose ADVOCATE is this ?? why abuze ngathi uyesaba please that girl please can they skip this and move to the next one this man is CLUELESS MR Agrizzi please come back there is more
Ewald Kruger,Andries van Tonder? Was here the other day... "Thanks "Gavin cloned them Seems same Van Tonder family @Thando Nkutha ​Someone said they look the same @Yandi and looking closely they do look alike "Yip "There you have it Quite right @Yandi Masina "😀 Yip 😀 😀 😀 hayibo @Sthakathi Khumalo​ They just want to implicate Watson these ones Why? @Lebo Pie ​I think this guy is lying. "He is just nervous @Lebo Pie​ @ Ewald Quite right. And Zondo is clueless about IT @Thando Nkutha​ See this is not a lie "Jirre man Because they either don't understand what he is saying or how computers work 😃 @Thando Nkutha​ Why do ppl say his laying? PRECISELY!!! Don't know what is wrong with Chair today...@Lyl Bali​It looks like Chair does not get what Van Tonder is trying to explain. He complied with the instruction but secretly copied the
Chuma Mtyelwa,"He looks more like Chris Hani""s killer"
Fight Ndwa Munyembani,he looks like Oscar Pretorius
thabo Mavundla,he looks like Walus ..
Magda Seguin,This guy was summonsed And Mti Sondolo is a subsidiary of Bosasa....they had many companies Watson ran Bosasa with an iron fist from what I can gather...all of tge witnesses says the same thing I think it is about the IT provided to the bribed entities Why has there been no search and seizures of Bosasa offices yet...the SIU and Hawks have evidence for decades He said that the SIU was onto Bosasa...he was protecting himself
Dominique Bester,a real all in one i wanna see her movie: no - you need series he is white demoted now i talk aweh Tiaan watson mafia add more bro watson ran a moerse Spzaz Wats on Gavin? you dont wanna ask the Adv check or savings when she want to pay... @Eslon: al in the mind... they owned nothing thats why they demoted you bro... they saw your weak spots.... but i got yo back hi david
Eslon Eslon,"Ewald This commission turn out to be more like a Bosasa enquiry it seems Is Watson the owner of Bosasa or is he's just a CEO Co-founder without signature what does mean?@Khumalo All along we were throwing stones to the Guptas while Bosasa the main culprit was in the game long time This too serious Gavin Watson must be summoned to this commission Mr. Chair This one was atleast wise enough to make copies I hope he has those copies in his possession till day "@Sipho Cebo Zondo wanted to confuse this guy to say things he wanted to hear. He's certainly telling like it was. For me he's not lying at all how the state capture was designed and engineered? 1. Bosasa founders decided let's work through the ANC that's the best way. 2 Bosasa picked JZ and his handlers to facilitate the mission
Derick Mampuru,who's the adv? "the volume is quite low the untouchable Gavin Watson hmm
OomStu ZA,agreed thando this soap could put sabc back on the map is gavin watson watching this live feed i wonder? PLEASE INCREASE VOLUME ADMINS!!!!! forgive my ignorance but will the like sof gavin watson also have to appear?
Rengqu Tulani,volume plzz sound plz sabc
