author,message
Vukosi Doug,g
Athu Mani,Nmmmmh
Sekake Moshesh,are we on today guys? thanks
babette fagan,yes we are
Slindile Ngcobo,they sitting in chamber this am and will make an announcement shortly hang in der...ppl
SA Fitness,heeeeyyyy sabc tshubang fooo re lebeleng tuu
Thulani Bukani,what's going on now?
Isaac Phumudzo,"HI everyone 
Lorna Kavanagh,Still in chambers
Granny Mokwena,not again
Dakalo DK,Adjourned
mongezi xaba,morning friends
Kabelo Katjedi,"Zuma wnt be coming back
