author,message
Heather Durr,@Teunis van Ree 😂😂😂 @Elvis Malakoane We are the unemployed 😂😂 @corrie ferreira Goeie more @Aubrey De Bliquy Yes that vile counsel advised Zondo such-how did they get the affidavit while at the funeral "@LESLY MOTLOUTSI Zondo will not agree-they will go on review and fail @Vusumuzi G Khambane Many thanks for the clarification @LESLY MOTLOUTSI That is one of the points they need to consider @Phillip Thabo Letsoalo Zondo can ignore this alleged affidavit filed by your corrupt hero CAMERAMAN I DO NOT WANT TO WATCH THE MOTHER OF ALL CORRUPTERS Where are Zuma's teeth @Pastor J.J Hi yes @Manqoba Thalikho When did Zondo make the oath-please enlighten me 7000 watching 8000 watching BOOM POINT 1 8888 watching-its a sign 'Applicant is of advanced age'😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣 Here we go 13000 BOOM POINT 1 KICKED TO TOUCH BOOM POINT 2 KICKED TO TOUCH BOOM BOOM BOOM BOOM POINT 3 KICKED TO TOUCH Zondo will be finished before tea time 14k watching BOOM BOOM BOOM YES 100% CORRECT STUFF YOU ZUMA TEA TIME TEA Proceedings must continue-they are in defiance of the summons TEA SichSich is so upset he is reporting Zondo to Judicial Services Commission 😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣 Zondo you cant let him off again-SickSick is having a tantrum Sicksick need a smack and just got one Pretorius is preparing argument Pretorius must consult with the team I bet Snake hikhahane is suing for defamation Pretorius 'well that leaves no room for cordial discussions'😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣 Sick is combing his hair @Gontse Masilela Too late-Sick just got his lunch handed to him
Aubrey De Bliquy,"@Kelly Jurgens Exactly And the pensioners trying to save the unicerse via our keyboards. universe @M Place Didn't Zuma say he was attending a funeral today and Zondo say it's OK? or did I hear wrong? "@Vusumuzi G Khambane Thanks Was it that funeral of the Head of the institute of Chartered Accountants he attended? I did not see him there unless the cameras avoided him. Just pray for Zondo. It is because of times like these that men of strong moral integrity grace our bench. I think the commission is nearly finished its work. If the recusal fails Zuma will just be recorded as a hostile witness which will just make him look more guilty. covid is a scam it has more in common with medieval superstition than science. "20 @M Place Zuma is not the accused and this is not a trial. You sound like the Queen of Hearts in Alcie in Wonderland. LOL OFF WITH HER HEAD!!! Alice Is there no sound or is my PC on mute? It was on mute. LOL "R10 @Milton Taju The commission is just part of a process of accountable government under law without which neither Zuma not Malema nor CR can save what is left of this country. "So when I hear mischief making politicians spouting hatred between South Africans based on race or other arbitrary criteria "There is no shame in running from the Apartheid state Are they running away or to a meeting? This is epic history in the making and the world is watching state capture South African style. Actually I think ​Sikhakhane put up a valiant effort on a losing wicket. He must have known this day was coming. He can only do what is possible and after 3 years they have used up all their tricks. This is how the people get their country back. It's called rule of law not jungle. @Luciano Thomo Much more fun than 7de laan The next step if he ran would be a warrant for his arrest after tea. @Muzi Gumede Which specific right of his client is he excercizing by refusing to obey a lawful summons? name just one 15 minute tea break ended 4 minutes ago. eNCA live stream also has a still pic. "9 ​Sikhakhane still keeps forgetting this is an enquiry not a trial. There is no prosecutor and no accused. ​Sikhakhaneis obviously just playing the fol and wasting the commissions time. "Its already a 31 minute tea Why are SABC not running footage of the commissioners empty chair? Zuma flees from state capture hearings. @Muzi Gumede That terminology apples to a trial. Nobody here is on trial. It's an investigation no matter how often ​Sikhakhanerepeats his nonense. He is defying the commission to bring him back in handcuffs. Well its now 59 minutes of te so far. So you mean Zuma is a fugitive from the law?
corrie ferreira,môre almal Hi Teunis van Ree Gaan ons iets hoor vandag nie alweer nie wat nou hy het gewen hy kap hulle nou
M Place,"Zuma thought be could play games with Zondo "Schabir Shaik was diagnosed with a teminal illness....yes "Today Zuma have Covid They should sentence him today...and end the commission... "@Aubrey..this might not be a trial..as far as I am concerned..he should be prosecuted.700 SOE'S all of them doomed..they reported to him..Go to jail is light Tronk my bru...jy moet gat toe.. Zuma must go...to prison Zuma...take a early shower...in prison prison... prison...calling you Zuma go Shaik in prison Zuma Zuma made his own people broke..what a idiot Zuma..looking old Here comes Jesus...Zuma...is hellbent where is da Zuma lover now "Zuma's lawyer thinks he can just walk out...sit down bru "Zuma is a liar "I can't comment on the EFF they took lunch...bring out the curry and fatcakes please...
styx ndlovo,Butternut will soon be at his own funeral ZOOMER again a LOOZER Looser butternut
Vusumuzi G Khambane,@Aubrey yesterday. He should be back today. There’s a bereavement and not that his attending a funeral. @Aubrey Lol!!!! @Corrie miskien otherwise postponement Nazoooooo "Social distancing Ngcukaitobi madoda Beautiful daughter Are they still drinking tea? 😂😂😂😂😂
Teunis van Ree,hallo @corrie ferreira 🌷 hi @Andre Gerber And here we go....... 3 ... 2... ... 1... hey @Pastor J.J hi @ALTA 🌷
Andre Gerber,GM all. "Zuma playing games "With 14 children and a ""love child"" he sure has a lot of bank accounts to try and hide stolen tax payers money" Yes DCJ remind Zuma why he appointed you H @ALTA Big question. Will Zuma drop the soap in the shower in jail. Skikhane looks worried YYYYEEEEEESSSSSSSSSSSSSS DCJ ZONDO YES DCJ 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 Skikhane is upset Did not see the Zuma team pack up OR Thambo on lockdown for Zuma escape now he just ran through Gansbaai to Cape Town International we coming for you Zuma 🚓🚓🚓🚓🚓🚓🚓🚓
LESLY MOTLOUTSI,if Zondo recuse himself the whole commission is likely to be doomed given the loopholes that might be created if he not present particularly with this key current witness Mr JZ @Heather Durr you are right Courage and strength is another factor he(Zondo) needs @Aubrey De Bliquy
Afroxone AirB&B,waiting eagerly. hope Zondo carries on. we can't have this commission collapsing because of one man.
