author,message
Thapelo Motabogi,"sound man
Molebale Mabuela,sound is too low @SABC Digital News
John Fagan,Yes Magda ...I agree
sikhumbuzo crispen sibanda,@Val Speirs go public to what end???
Michael Michael,Guys I dont understand one thing here.once u invited at Guptor compound u never stop going bk.but u claim they are crooks.ayihlangani.people must be arrested. I am not sure if we are the whole from those appearing to this commision.if not they must go court dan they will b honest.they are trying to protect their names. Wild think so It seems to me for the last ten years.our head of state never act like one.we are now suffering bcz of his ignorance.country is now in crisis.they are sitting in their luxury houses.they Look y load shadding now.stop servicing ur car and c how long it takes u.now he did Eskom guys stop servicing power station.are they stupid or it just simple sabotage.they call themself professionals. Felix my point.but there's no accountability. Essay mastermind Those people just breaking laws. Agrizzi took 2 wiks Thando cacile leyo Agrizzi was telling the truth Desmond dont think he is telling the story as is or wt?? Thando sorie if it sound like y u ask such a question.i should have put it politely.accept my apology. Desmond yes.is like wn soccer player miss scoring chance we shout.indeed he is exhausted that chair not ryt. Desmond let's give them holidy and c them on manday. Is this guy a South African?? Desmond dont think so but Mr Zondo will let us know. Thanks Felix All those people know nothing about our struggle.somebody just call them to collect money. Guys if I may ask.those who dont want come to the commision wt will going to happen to them like Molefe and Kokos.or they are still coming?? ok thank u Desmond ok.could be great. ok Felix Gigaba is all over the show. Desmond wt do u do wn u c police van.i grit them Desmond we need the big fish bcz we can all of us eat. Desmond bcz me and u we didn't commit any crime.now those wait for Mr Zondo to call them.are they myb hiding something. Thanda is a fact.wt the laws says sometime we can is stupid.innocent until proven otherwise Desmond ewe me too Felix correct if dont comply they fire u. Desmond it seems they will be sitting on Fridy Felix they are capable of doing that. no
Wildthing,except that the Zonda gang will find the holes.
Lee Naidoo,Please increase volume. Tku
makhosi nobhatyi,Gupta see this guy sallooge doesn’t shake they went to mr Burger "@Anne M this people to me were too greedy and had no money Magda Seguin I agreed with you problem was Zuma to be honest "Derek main Zuma make it worse than b4 Mr mbeki was trying to fight this behavior during his term "Derek main this is clear let heat the head first connect the dots were in trouble Derek main I disagree with totally you cannot vote out Anc because the act of individuals putting ANC in disputes "Transnet is coming "Derek main I understand now where are you up to "😃😃😀 Derek main South Africa know that ANC is the party that presents their cry other parties just cut and paste "Zuma saw that there are people who noticed what he did "Mahumapelo brother 😳😳😳 that is why denel paid mahumapelo’s son 1 million bursary 🤦‍♀️🤦‍♀️ tjoo "Big fishes to all SoE Zuma "Gigaba is facings huge problematic he created "Magda Seguin he did answer but he thinks parliament was going to entertain him he couldn’t be able to make sense in wat he was approved for I would suggest everyone please don’t go Indian restaurant and bar holding executives positions in government others you do things like these 🤦‍♀️😀😃 Load shedding
Esmé Herbst,it seems to me that the sound is always softer in the afternoon than in the mornings. I really struggle to hear what is being said
Ntombethemba Manase,Is Ntshebe a surname? "Watch again Me too Thando. I only watched part2. Its very interesting. Michael bazawuza berhuqwa yingalo yomthetho. Lynn Brown was not that bad. My bad.I can see now that she did not mean it when she said the new board must not interfere with the work of the executive. "To think of us "Cherly Carolous @ Thando
Derek Main,@makhosi nobhatyi Not only Zuma @makhosi nobhatyi What I am saying is that there are many others who are just as corrupt as Zuma who are still in government. @Val Speirs One person's terrorist is another person's freedom fighter. @makhosi nobhatyi The easiest way to get rid of as many corrupt people in government as possible is to vote out the ANC. @makhosi nobhatyi At least you're no longer saying it was just Zuma. The problem is that the ANC has so many corrupt individuals that they have tainted the entire party. @makhosi nobhatyi It could be said that the ANC appears to be a party that attracts corrupt individuals. @makhosi nobhatyi Well done but I have made no secret of that - the best thing for SA's future is to get rid of the ANC. "@makhosi nobhatyi Aaah - so you're back to ""only Zuma is corrupt"". All thinking SAfns can see that that is not true - the entire ANC has been corrupted." @x. .x Anyone under 35 can't get off their cellphones long enough to run a government. @Peter Staffen Yep - and the entire ANC was rotten long ago - now it is decomposing. @Michael Michael Yes - they will be summonsed. @Desmond Masilela I'm afraid you might be right. @Magda Seguin No surprises there - Koko has shown himself to be a bold-faced liar. @Desmond Masilela Too true - justice is for the rich. @Desmond Masilela Not sure why - I suppose they need to un-capture the NPA first. @Magda Seguin Zuma and the ANC just perfected it.
Uni Lifestyle With Charlene Muvhax,eskom
Winston Paul,sound
Makwa Choma,Go n vote for ANC AGAIN
PETER STAFFEN,Derek Main a fish rots from the head and thats the ANC
Robert Russell,I think that the youngest legitimate Prime Minister is the New Zealand PM aged 39 @Magda Seguin or golden handshake what LAW ??????? not hem specifically.... NPA heads ...can't recall the names *th *them they had no respect for ANY law is what I was alluding to Without a doubt...makes one sick to see where we have landed up.... and the scary thing is that we are going to land up with ANOTHER 5 years of ANC acceptance of this behavior.. normalized by the ANC He was debarred ..... goes to show who Zuma keeps as company now doesn't it ?
nicci wessels,Why don’t they just say that Brown interfered???
Nelson Musoliwa,The guptas enjoyed the support from the highest office in the land their jet landing at national key point bears testimony to this
Richardt Human,Afraid for losing his job and kept quite Yesterday the other guy said that VRLaser only wanted the Denel blueprints. They had no manufacturing capability. Only want to sell South Africa IP to other people. Judge Zono doing a veeeeery nice job. Need to go into action now and lockup a few culprits. Magda Seguin absolutely "The promise was made on the Friday in London She was manipulated seriously. "Stay at home This guy was a CEO. He had no guts to stand up for himself and now come to the commission to complain that the was treated unfairly. Mbalula on Friday. Going to be interesting.
KEITH SINDILE DINABANTU,Load shedding? LOL This load shed is a BIG issue! Our institution canceled a colloquial on Human Rights and Race - where Mama Thuli was going to be a keynote speaker. Lost now the coffee she promised months ago. Eiskom!
Phiko Njobe,cover ANC time
Namo Amitabha Buddha 南 無 阿 彌 陀 佛,🙏 Namo Amitoufo 🙏
Lungisani Ntshonga,@Dian ei coalition look what happened at P.E I don’t know where my X should I vote for @ Magda neh🤣🤣🤣
Mogwape Mogwape,"vote ANC OUT "our children will be crossing borders in the near future to go and look for refuge "ANC think we owe them
Diana Sekatane,The problem is most of the voters are not that much aware of what their beloved organization is doing. We are in serious trouble. That is the work of a shadow state to place stodges at strategic places so as to loot and enrich themselves and their cronies. They don't care about the so called ' our people'. correct. They are pulling the wool out of the eyes of those who follow them. Taking advantage of the poor people who just believe what ever lies and promises for 25 years.
Ben Cole,"Not judge ""us"". But those who perpetrated the unholy injustices pertaining to the state capture crime." "Nothing is likely to come from the ""me too"" call up. It's admirable. But there is just too much dragging us down. As a South African Shed a tear for this witness
Andre Gerber,Still wonder who the new whistle-blower is. Can't wait for her day here is it Planeless Pilot or Branless Pilot Brainless Piloot
Michael Molome,These shenanigans haven’t stopped as a culture of living by friends the loot has taken over lives of Mzansi folks
Mongezi Mati,this storyis very painful
Sipho,Bad no sitting tomorrow
Bridgette Kekana,this was not a whistle blower it vuvuzela n trumpet blow
