author,message
LMAN,Is the power of the shower here today 🤥🚿😉 Lol Power of the shower It’s a pity aids isn’t a death sentence anymore Baba must sit in prison Like his son Is Zuma smarter than a 2nd grader No Labeling is thick can’t write Crook Pk for Zuma 🚿🤥 🚿🤥 ✊🏽💦💦💦💦 💦🚿🤥 🤡🤡🤡🤡
Alasdair Knox,I hope he doesn't run to the shower today and quit testifying "so they say question is more importantly will he stay on today... this will be short I'm guessing start here finish on PP yay action audio
Jngle Pssy,today is the day... but.shouldn't he be made to.come Monday as well? seeing he missed one day lol I.dont know which one to watch !!! why can't Zuma just follow the work of the state capture like all the other witnesses... yes proceed Mr Pretorius they basically got nothing out of Zuma Johnny cash you so right so Zuma will.not continue... this is going to make South Africa fall "if this commission doesnt subpoena Zuma we need CJ Moegoeng Moegoeng to take this on! Zuma wont be let free.just like that hahaha just watch... send Zuma to ICC ICC intervene wow they going to the courts international criminal court intervene! south Africa is a mess I think Zuma knows he is guilty here your Zuma will fall hahahah Zuma is the most ugliest South African president ive ever seen south africa is disappointed south Africa is disappointed only Ramaphosa can change the rules of this commission compell Zuma yes hmmmm !!👌😁😁 zondo speaking the truth
Derek Main,Is the coward going to pitch today? The coward is back. @Musa Bakiti Wishful thinking - he's digging his own grave. So apparently the ANC is debating whether Zuma is the real impimpi. Is Zuma the real impimpi? @Adam Maseko Zuma the impimpi. Coward "Subpoena Zuma and hen when he refuses @Masilakhe Sineyi Don't tell me you believe those BS conspiracy theories. @Musa Bakiti Zuma the coward. Is he the real impimpi. @Masilakhe Sineyi I don't believe one word the liar Zuma says. @Lea Van Rensburg Yep - same old Stalingrad strategy. @Kabelo Katjedi This commission was set up to determine the truth. Zuma doesn't want the truth to come out because he is as guilty as sin. @Masilakhe Sineyi Ooooh - is that the best you can do? @Kabelo Katjedi We all know he is the king of corruption - we've known that for years now. He's just a coward. Coward @carnoth ngomane For now... He must be subpoenaed and then arrested when he refuses. Easiest way to get him in jail. @Kabelo Katjedi Zuma enabled all that stealing. He was president and bears ultimate responsibility. You'd think he'd want to put his sdie to clear his name but he's a coward. Run coward run Zuma the impimpi is doing a runner Comrat Zuma is a coward Zuma running like a dog. @Thebe Mokoena Zuma - he's a coward @Luvuyo Abraham Handsome like a butternut. Zuma gives amaZula a bad name. "@Gibson Ndlovu If you call running with your tail between your legs not losing @Musa Bakiti No respect for criminals - no matter how old they are. Zuma has got no balls. @Musa Bakiti Except criminals - they deserve no respect. @Phathisani Nkomo Yes there is. He's a gangster who sold out SA to the Guptas. @Siyabonga Magwaza This is not over - it's just getting started. Zuma is digging himself a hole. @Siyabonga Magwaza The sooner the better. @Bongani Zondo Zuma is running like a coward - how is that winning? @Gerald Beukes You set your standards too low.
Gen Jackson,PP is releasing Bosasa and another Pravin Report in a few minnutes Commission should subpoena Zuma again on condition that he's cross examined None of the previous witness has ever been cross examined Pretorius didn't do anything with Pravin.. This is UNFAIR Zondo is compromised. Chief Justice should intervene If only the commission had let cross examination be done in the past with other witnesses then this would not have happened Zondo made this whole thing political If only he had let others cross examine witness Commission is compromised Zondo set a precedent when he denied others to cross examine witnesses and now they want to do it on Zuma You should have let Moyane cross examine Jamnadas Pretorius failed to ask Jamnadas questions Is it only me who's not following what this guy is up to You didn't cross examine other witnesses But last time Pretorius told the commission he's not cross examining Zuma. Now the guy has cahnged his position Invite Zuma on cross examination grounds.. But htis of no rules is unfair Pretorius has an agenda to fail Zuma here. He didn't do the same on Pravin Invite Zuma on proper grounds Pertorius has spoilt this commission. He's biassed Commission should invite Rupert and Apartheid criminals Accept that you've treated Zuma unfairly Ramaphosa is also a constitutional delinquent Zondo you brought all this to yourself when you denied others to cross examine witnesses Zondo you brought this to yourself when you denied others to cross examine witnesses Ramaphosa's troubles have just begun Zondo you brought this to yourself when you denied others to cross examine witnesses Evidence leader Pretorius is biased Zondo you said this week that you've been writing commission letters.. Now you not aware of the Wednesday Letter. Commission si compromised Zondo you said this week that you've been writing commission letters.. Now you not aware of the Wednesday Letter. Commission is compromised Ramaphosa misled Parly Zondo you said this week that you've been writing commission letters.. Now you not aware of the Wednesday Letter. Commission si compromised Bravo Sikhakhane Black Excellence - Sikhakhane Zondo is unware of that letter yet he told us he's been writing letters Pretorius is biased and compromised Bravo Sikhakhane Pretorius SIT DOWN Zondo is rigth about that LETTER.
Villa,sesilindile sound? I can't wait to hear what Masuku and Skhakhane have prepared nazo! Skhakhane The Great! Skhakhane 🔥🔥🔥🔥😭😭😭 kgosi Mampuru prison without a process 😂😂😂 "hahaha Nazo "but y'all haven't heard his side of the story lol 😂😂😂😂 hlala phansi Pretorius 😂😂😂
LOGINS,tate zuma kuna kunya lets start zuma with this flu...drinking water there we go...
Born free,Legal Experts have stated that there is nothing wrong with Advocates line of questioning. Zuma is undeniably the most Uncredible Witness in my opinion. Zuma and his legal team will not control this commission of enquiry. Was it Duduzane who introduced the Guptas to Zuma or was it Zuma who introduced Duduzane to the Guptas? Issue that Supbeona now Zuma is the Kingpin and Key of State capture please Supbeona him now! If Zuma does not willingly appear he will be supeoned. The Zulu has cost this country billions and continues to to do so.. A Faction of the ANC and Malema helped this fool Zuma into power The criminal ex head of state. Zuma deserves no preferential treatment Black Laws are the same as white rules typed in Black on white paper Tyzer Zuma Zuma is and was always an embarrassment as a President. A soldier 😂🤣🤣🤣🤣 Tell the truth Zuma you coward 🤣🤣🤣🤣🤣 Have some KFC you will feel the truth Viva advocate Pretorius Many Presidents in the world have been jailed for corruption. Why do Klerk he sold the country down the drain Malema and the EFF are just plain delinquents. Africa is a mess The law will prevail Zuma is a dunce Zuma the dumbest ever Zumas supporters are simple and uneducated The Public Protector will find Zuma in breach of withdrawal from the Enquiry But Zuma can't answer questions they have to be broken down for his simple mind. Zumas lawyers trying to undermine the commission Zumas attorneys not credible The simple minds support Zuma Following.. really
rosalind gerber,why has Zuma been invited and not subpoenaed? @Gen Jackson all the others provided statements
André du Plessis,did someone bring the “Neuralyzer” you know that flashy thing from Men In Black? well someone must remember to flash Jacob again... "can i get the first1st ""ehm"" in before the sound starts" someone should spike that water with a truth telling serum in an information vacuum anything can be speculated sorry judge "make these files public "where can i get free dental from government guptarobotica would crash... oh... you puzzled but you couldn't find the files that were sent to you physically and electronically. .. so puzzlement "Aliens are involved #TheTruthCanBeRecalled ok bye "if this commission is toothless @I am free now... check in half an hour "with all the ""I can't recall""s nothing truthful has been established" @Born Free :( "what happened to ""the narrative"""
Moses Maphusa Putuka,hehehehehe it's going down
Talent P Sibisi,Zuma will answer the question if u give him a short question not a long question just like this guy did calm on guys Ok let's go "but okusalayo Zuma he's a Legend look @ him Thank u #ZumaMustBeFree Dlozi lami Nyanga yami ibanoZuma namhlanje uyindoda wemfoka Skhakhane Ngiyakuvuma wemfoka Skhakhane Bathathe Skhakhane Ibambe kanjalo weSkhakhane mfana wiNdoda Skhakhane Team Skhakhana 100% Run The Show Mr Skhakhane bayathanda abathandi uZuma uyekhaya Please Zuma a Break ok Zuma is not a Banana man ok mnxn Nobody is above the law Kuyafana uZuma methi akasakhumbuli niyamgxeka futhi animyeke phansi mnxn Pretotius may you please sit down Zuma he must go home now Show is over Zondo are u Crying Sir? Qina Zondo Qina I respect u Zondo Mr Sikhakhane phezukwakhe uMlungu oyiZumba mnxn wiNdoda Skhakhane u have respect Muthi cause one day u will need it Zulu uyasabeka
William Phupha,Beyang 25l yametsi a buwe nnete zuma atlohelle holla ale moholo iyoooooo y
Njomane Mgabhi,Nothing to look forward to. Spoke to Nxamalala last night. He will drop two additional names and forget the rest. What he remembers is that it wasn't him. Thats it. @Talent P Sibisi 🤣🤣🤣🤣 Nanzo ke..... Supboena the guys. The Commission has a choice Zondo is stunned Use your Power sir Summons Sir.
NARUTO kakapal,"commission is biased pravin was led and was not Cross examined pls let the commission be fair and proceeded with own mandate
kio 786,VIVA JACOB ZUMA VIVA WE ARE BEHIND YOU ALL THE WAY GET RICH OR DIE CRYING SOUND "tell them again i don""t know  100% Pretrouis please GO TO DA "Pretrouis you talk too much and you ask stupid question  He said he is a SOLDIER Pretrouis you should be a pastor you just boring everyone will go to jail but not JZ
Nkosinathi Mdhluli,just look at the paparazzi
johannes mmotla,commission of praising capital now starts kgane Sabc ebjang naa
Molefi Mphahlele,"he started his testimony with a one-day-one-day about spies
Simon Tshifhiwa Nkhumeleni,guilty I want to be Zuma lawyer more money xem Aya saba magwala
Latifa Malaza,Loooool how many litres is he going to drink today refresh ahhhhhhh what a waste of time shoooo it's rough Thank you Mr Pretorious.
Pastor J.J,The SKELM and ELOPER is back. Hehehehehe WILL ALL THE ZUMA SUPPORTERS IDENTIFY YOURSELVES SO THAT I CAN PRAY FOR YOUR REDEMPTION @Bahia Davids robbed and dissapointed @Thami Mancho .U probably already like him. Just check kwikly
Mbali Buthelezi,viva msholozi nzalo ka Shaka alikho igwala kithi kwa Zulu "advocate Mboma kamqhele kazimase  phakami mazulu angeke sidlale izigebengu zama bhunu itulo leli for u Zuma bathengiwe for u Zuma Skhakhane viva for your brother viva Skhakhane !!!¡!! viva Mboma nozi viva Mboma viva ngane yakithi viva Zuma viva Zuma yekani lento ka thuli madonsela ne white monopoly yekani u Zuma halala naka amazulu esiwaziyo halala mboma viva Zuma viva Mboma hahi uyindoda Mboma ningavumeli abantu benifaka ophathe viva Mboma watatazela u Pretorius ufakwa u Mboma ndukenhle Zuluuuuuuuuuuuuuuuuuuu ka magebaaaaaaaaaaaaaaaaaaaaaaaaaaa viva Mboma !!¡!!!! Nkanyiso Mbatha : come forward witj proof gundwane ndini
michael kalamoudacos,he looks worried
makhosi nobhatyi,The man is guilty How can Zuma innocence when he doesn’t want to give evidence Daniel Mantsha was Guptas puppetry he was a chairman of one of the entities Zuma did not to participate how can he tell us two man were spies and failed to respond when there is question These lawyers are weak These letters was long overdue was sent but they did not want to allow him Zuma is here to sabotage this commission Zuma was not going to testify all he wanted was tell us that nonsense that he is a victim "Zuma has his 🐜 inside commission team Pp finds President Ramaphosa is violeting his code of conduct 🤭🤔 Ramaphosa will come here Pp was waiting for this commission to have Zuma now she finds Ramaphosa guilty any this is not new thing she already published that before finalizing this How many times Zuma lie at parly @ Gen Jackson Didn’t you wrote this letter mr Skhakhane? They are lying @Khalipi pungeni problem yakho you are discriminating mr Pretorious which is wrong susa color away from him you will understand
Lindokuhle Msibi,what happened to the sound? The man himself Mr Zondo let Zuma Go Zuma should know all that Mr Pretorious His been in and out of Court half his Life
Maqhawe Magongo,sesiyabuka nje.... otherwise this is not a commission of enquiry... I don't know what I can call this
Bongani Sondlo,"""ehm Volume... claping for what "fools subpoena him.. cause he's now becoming chacharagg.. criminal is a criminal.. VIVA mR PRETORIOUS "WE ARE WAITING FOR HIM "😁😁😁😁😁😁 "ZONDO
delphin yvon Moukouma Mboussi,Ubaaba is back
Luyanda Ntsaluba,Sound??
Yandiswa Guzula,sound plllzzzz DCJ Zondo you just did well but now should not give Skhakhane a chance to talk again... Zondo Zondo Zondo✊✊✊✊✊✊
Thembuluwo Nevondo,Sound Sound Soubd Sound Sound Thanks
Vic SetheMasewawatla,Sound Please thank u..sound is ok Someone from the commissionleaked the info to media It looks like we will experience another early adjounment today Sikhakhane is khakharing today "Zondo is speaking very fast this morning Ubaba will eat lunch at his Nkandla home today ebanna... The End! Yes boss zondo and now?? Zondo will talk until 4pm Mthathe Skhakhane....Mthathe School him Skhakhane..shool him...and take the land too Sikhakhane is taking the land back
Siobhan O'Connor,@sabs @SABC Digital News sound please @Maria Mahalie No man hahahahahahaha
wendy hardy,SOUND Zuma is as guilty as sin!!!! Zondo's commission is being hijacked. Send Zuma to jail Zondo is weakening towards Zuma....sadly Zuma should take the Oath regarding to his ancestors Zondo has been captured Be strong Zondo.... Put your foot down Zondo!! This guy is so irritating
Oliver Moonsamy,The Zuma Drinking Game has been Born through this Commission
Lehlohonolo Mangena,Where is the sound?
moithei phora,no sound tnx thami not a president but Mr Zuma
Khutso Malope,Sound "Speak Chair Skhakhane the Mpandla se Skhakha "Bathong @Adam Maseko  "@Adam Maseko  In my Chambers naughty boys
Bafana Nkosi,sound plz
Martin Louw,sound ??
James Moseme,sound sound!!!!!!!!!!!!!!!!!!!! rules rules viva Zondo viva
