author,message
Slindile Ngcobo,hi "@Floyd Ramoshaba .....YES HE IS HERE TO STAY @Blaze 613 ...Not anything like PORK....hehe Evidence Leader is Advocate REFILOE MOLEFE
Viewing,"@Ryan Smith He will be gone soon @Floyd Ramoshaba Nope. Land belongs to the people who paid for their land and who have title deeds. No free squatters and land grabs. We don't want more shacks around our neighborhoods. Go make your own. @Belinda Niemand Government land is being taken. Private land is being stolen. Blacks want everything for FREE=EFF 100% "@Born free Indeed Rand is nearly R16 to the Dollar @Belinda Niemand Kruger Rand! Buy your cars and motorcycles now. "Most importantly @I Am Free Almost yes @I Am Free I bought 350 000 rand's worth of Kruger Rand before the rand collapsed @I Am Free II knew it was coming @I Am Free When we're officially in 100% junk status we lose all investments from other countries. Lol Land for what? More shacks. "@Born free I am not giving my farm away. My weapons are loaded @I Am Free Become a member of USAF "@I Am Free You can invest your money into kruger rand with the ""pay app""" Looks like we're going to be neighbors On pc it's very small i have to check your profile 😃 "@Born free EFF/ANC/BLF is using Hitler's old tactics @Born free I agree @I Am Free How is the weather? I'm in JHB @I Am Free Indeed! The Chinese bought a huge piece of land above Port St Johns where they are busy with plans for a Mega City. Remember China is bankrupt and imploding with 52 million empty homes @I Am Free I actually like the manners of the Zimbabwe people. They don't involve the race card every 2 seconds. @I Am Free We can see the globalists took control of South Africa when Zuma/Ramaphosa started getting comfortable with Barack Obama and Hillary Clinton @jasper dougal People are rushing to get out of China "@jasper dougal Tourists going in are usually captured into prisons  @I Am Free Actually not a bad goal @Nkululeko Zondo The Economy can grow when thee people stop abusing our taxes and grant services. Including stopping the daily corruption and Riots. "@I Am Free I understand what you mean @I Am Free The stress that comes with high paying jobs. "@Nkululeko Zondo I'm working for mainline engineering as a civil engineer Personal life doesn't matter with higher paying jobs "@I Am Free More money @jasper dougal I see other humans as NPC's. The NPC theory explains what happened to our Politics. @I Am Free I can be happy off grid with no electricity. But the danger in South Africa made that possibility nearly impossible to do it. If they take away property rights 100%. South Africa will be in chaos no doubt. Have you guys seen the laws they are trying to amend? They are trying to make it legal for Trespassers. If land is easily Available then go work a job and pay for it. That easy. @jasper dougal The Inequality is on all minorities. BEE is basically apartheid. @jasper dougal Indeed they blame apartheid but that's a easy card to play. They never explained why Apartheid happened or who had the first apartheid in South Africa The British Imperial Army had our Minorities under concentration camps to starve to death including my great grandfather. That was the first Apartheid in South Africa. Blacks sold their own as slaves. Zulu's and Bantu's because they invaded on a huge scale the British Imperial Army could not capture or kill them all so instead they arranged with the leaders to buy people and sell them as slaves. "@I Am Free Both sides "@I Am Free I just finished reading completely "@I Am Free You have a bloodline of survivors
Floyd Ramoshaba,@Ryan Smith MALEMA IS HERE TO STAY Either way the land will be taken @Ryan Smith I have my own land @Slindile Ngcobo Zuma first @Ryan Smith I bought it @Ryan Smith men are suppose to give women money that's the law of nature
Cerebis,"I have no land Men just need to respect women. They are generally capable of exceeding the required competency tests. I have no King on Earth. SABC bankrupt guys. Cannot afford soccer broadcasts even on radio...lol A laughing hyena does not have any stress
Lerato Tjikana,"Oh Lord Part of the System design hey! 😃 "Hao Ryan Is she Lesbian... Oh Wow even more interested now... @Rob Nel lol... watching aint a bad idea at all lol.... @Tshwane Smoke she can go ahead and capture my state...
Jaytee Morifi,kgopela volume
Lourens De Jager,my lip reading is not up to standard 😂
Daud Musa,Chair nobody will make sense to what he is saying. This was day robbery with no guns You get more of this beauties in Soweto and Khayelitsha Ramaphosa wins again Springbok captured by black prayers Zuma must be a coach of springbok now @Rob Nel toyi toyi is stolen by Tokyo Ryan This is South Africa we don't like winning teams. Zuma for the coach @Shawn my sound is in Afrikaans Meneer tell the chair and the beautiful lady that you are tired Peter This is ANC cow Mbuso He is the son of De Kerk ANC cows can handle 75 L "Jacqui in an hour 75L Mbuso 100L of water is equal to 70L milk another 30 L to Guptas Ryan R10 thousands Rand I can set you up with her just one night Mbuso let cows drink beers for more milk "François like it ::-( what a wonderful country south Africa.
mahfuz8599114,there only one sun in solar system and many inventors etc "cpt vs jhb bow down to ur king royals control the whole earth and allmighty controls the entire universes etc
Mphikeleli Gamede,Sound Pls
Rob Nel,She is a lesbian guys I shall volunteer to watch "I will probably not Ryan You talking about Zondo "She looks very young Lips are inviting....seeing a song forming @Tshwane Smoke Her name is on the screem "Mbuso love his tie "Ryan @Pastor J a compliment is not disrespect "@Daud "@Ryan Rassie only there till after RWC @Ryan he will stay on as DOR for SA Worse loss was Nick mallett DOR for rugby SA
