author,message
Blaze 613,"can someone remind me how beef tastes like i don`t know "why sabc stream in 360p I am tired of pork and chicken
Brian C. C,@SABC Digital News i want to report some uncouth activities in your live stream 😃
Thalente Masindane,🙄🙄🙄🙄what the HECK with a volume
TCM,"finally point of order Robinho Nel "@lerato anyone got her names.. asking for a friend's research 😂 THANK U SLINDILE.. some lost focus here talking about springboks
Nkululeko Zondo,"My older brother DCJ must really give me her number My brother DCJ please give Miss Molefe more time to lead the evidence @Solly 12 yes too much. But im scared of my wife LOL "How can the economy grows I know couple of people with high paying jobs who have lost their health due to the high demand of their jobs. its a shame. Some have divorced and cannot be with their loved ones "What you sharing guys is indeed true and sad reality
Lorraine Naidoo,She's gorgeous
Pastor J.J,Thanks for stopping 😂😂😂😂😂😂😂😂 @Peter Goosen Well said Peter. I am sadly amazed at the disrespect shown to our woman folk these days. @Rob Nel U are indeed correct. However some chats cross the line of being complimentary.
shawn mabilu,poor audio is it only my device that have poor audio?
Mbuso Ndlovu,WHO IS THIS WHITE BOLD GUY WHO IS THIS WHITE BOLD GUY AND WHAT WAS HIS ROLE IN THIS CORRUPTION AS LONG AS THE COW DRINKS MORE WATER ANY NUMBER OF LIt IS POSSIBLE THIS JUDGE LIKES TO AJOURN @ Francois @ Daud This group is funny @ Daud AAMMEENN!! @ Ryan don't insult our traditional beer Traditional beer. its not an option of liking or not THIS ENQUIRY IS THE WASTE OF TIME AND MONEY GUPTAS ARE GONE AND MONEY IS GONE THERE IS NO TIME FOR POLITICS HERE LETS FOCUS ON SERVICE DELIVERY YESS ZONDO WATER WATER
Jacqui Baumgardt,She is an excellent advocate - in addition to being beautiful 😀 or cousin 😁 as long as King Z doesn't get hold of her as wife no 8 "eish she's got brains and beauty! @Rob - agree talk about red herrings! amabokkebokke @Ryan - agree @Daud - a year?
danie schoeman,SABC show yoursound operator the volume control pse
BEE-llionaire Okwacha,6 page business plan and spend more than 200 Million? I guess they just compile a simple profile and budget they needed. how does he comment with certainty on feasibility study. when he was introduced they said he is an Agric economist. maybe before they criticize they should have told who prepared this FS Who prepared the Feasibility Study for the project?
Barry Sila,Lol Jacqui...you are simply a genius man She is a true indication of Beauty & Brains.Maybe she should be given lead role in Isindigo "I agree
Kapn Krunch,when will this finally conclude so real criminal proceedings can begin ? wow shes a pretty black women
Peter Goosen,stop referring to the Adv as if she is simply an object
Nonzy,10 litres of milk produce 1kg of hard cheese. $27 =R300 economies of scale is the only strategy for this type of business. let's look at the costing "South Africans are not lactose intolerant. They can't afford cereal We're still in South Africa Mbuso wrote that business plan "at least you deal with animals "Inquiry is bringing ANC to.it's knees "Thando don't entertain them. Just take the land and they keep talking "If you're in South Africa "It will start with unused land Who is government...I see black faces there. "ANC won't be a majority party because of this. When they lose votes "They will lose majority in Metros "it will create a vacuum
phahlana sammitto,"The leading counsel is Aowa  The name please
Bratbaby P,what is this?
mrp,lol whats her name? lol freek
shohedulislam khan,how much getting iqd dinar rv
makhosi nobhatyi,How did get the bank statement when Absa bank distanced themselves from PP office that was subpoenaed for bank statements 😳😳 nowonder who is controlling this woman remotely? Zuma will never come back he was just playing innocent
Jan Davies,I don’t like the word “captured” as the black players were all excellent!
Gareth Posselt,😎
PETER STAFFEN,Were is Rassie going "Rob Nel  Peet Venter sorry for ignorance but aint 45 litre of milk heavy for one cow Daud i sorry Peet Venter thought so but thanks for the info zuma will face the music
Peet Venter,1000 cows in milk at 45lt per cow would require bulk milk tanks with a 45 000lt capacity. I have yet to see those size tanks on one farm. @Peter Staffen Only about 3% of cows in SA produce 45lt per day. The national ave is about 20lt. The national record holder about 10 years ago was a cow named Seragossa from Humansdarp area at about 65lt.
Kevin Simon,"According to the National Digestive Diseases Information Clearinghouse
Anovuyo Mbande,Evidence Leader is beautiful😍
JOYCE LEDILE Mangena,oh.. Mbuso are you serious???/
Lorna Kavanagh,This was suspect ftpm beginning to end..
Francois Cape Town,"@Mbuso Ndlovu How do you work out if they drink more water @Mbuso Ndlovu It's you that are funny. We are just laughing at you. "@Mbuso Ndlovu They get fed powder milk @Daud Musa They make them eat ice
Poka Moroe,no sound
Doll House,i have a crazy crusg crush on zondo ♥♥♥ i want to make him my hisband he id gorgeous and calm and wise like a man from another time and place yet he is STRONG ♥♥♥♥ zondo ♡♡♡♡ there he goes he is the Man
it n e a r s me,@Mbuso Ndlovu You dont have to grow up on a farm to know this....#commonsense
Jabu Nhlanhla,is it still musa not anymore bee how many billion were taken by individual bee
Anthony Zwane,we're is Abram masango
DAVINDER SINGH,bbbbb bbb .o.o.oo. o ..ooo. i . i o.o o.o.o .o. . o . ..... ... .....o... o o.. " .io.. o..o.o "..  9 i .
sanele mnisi,when is zuma returning at the enquiry
Belinda Niemand,any animal have stress too taking u from your home ...... not nearly as much as our ex president waisted on himself and they done nothing with it ................ we are a rich country ... oh way not anymore our people 's struggle standing at streats hungry.. NO work while some steal our countries money...... no his own people turn there back..... no ..... not anymore land is taking and will be taken we are the next Zimbawe free .... yep and prices go up ... Rand drop .... worthless no go steal it LOW Give it another 10 years Land to do nothing with ..... Load that gun
Evans Miller,Fix the sound it’s coming on the left side only
Cathren Nkgoeng,Zuma will have to come he can't just start something and leave hanging on a thread
Born free,This is the reason Africa is a failed continent and has to depend on handouts and aid from Europeans. It's the government people that steal the money. Zuma is a coward Correct. No where in this world do you get to have land for nothing. BEE has ruined this country. Where in the world do you see this terrible practice against a minority. All the experienced people have left. Blacks had tribal land. Whites paid for their land. If you paid for the land it is not stolen. Blacks did nothing with the land . Black people are being fooled into believing they will own land. the truth is the government will own the land and charge for it by leasing it. Nothing is for free. Those idiotic parties will go down in flames. Because you see open land it does not mean it can be used for human habitation. There are many geotechnical and environmental reasons why some land cannot be used.
Solly 12,Hallo Fifi Nkululeko Zondo uyamthanda u advocate
Melor Hadebe,i love this adv she's so beuatiful😍
Suresh Singh,Jay Bharat i love me jam bu Kashmir jay hinda
jasper dougal,"The Chinese are amongst the most intolerant people towards immigrants "Yes  "Why do you think that China is not being a place where immigration presents as a problem  We live in a World now where the people know the cost of everything and the value of nothing ! Capitalism has brought us to this "Capitalism has attached a cost to everything  "There is no CEO on this earth who deserves the salary that they get paid "Just how much money does one need before you say enough  "When inequality exists as it does now  "We need for there to be fairness  "If you could choose  This Commission is just Window dressing for the masses. What can they do if everyone chooses to take it on Review? They would be in Court for years to come lol "At the end of this everyone implicated will demand a review in Court and then what  None of the facts established here will count for anything in your HighCourts. So it’s a very expensive waste of time "It’s a smoke and mirrors act  Pretty privileged ! Puurrrr Unfortunately he lost all his lives Died of old age "22 years old 
Derek Main,neither Capitalism is the mother of fascism. Stop the gravy train. Trickle down doesn't work and never will. Those on top always use bigger and bigger glasses so not much trickles down. The Shoprite CEO wanted his salary increased to R33 mil pa!!! That's without shares options and other benefits. A teller in a Shoprite store would take 50 years to earn what the CEO earns in 1 month! Capitalism is a disease. We need a revolution. You would think - but greed knows no limits.
ThandaM,This lady should just enter Miss SA once I will watch Miss SA for the first time if she does "@jasper dougal - if you don't have brains
Wilhelm5381,They have destroyed South Africa... this is the pyramid scheme that pretends to be a government: the ANC/
Christian W,she is gorgeous and very competent.
Mothusi Lekgetho,Can we talk about her interlect
