author,message
Ziordino Ambrique,c
Rushay Booysen,No matter SABC sold some of its content for so cheap. the commission must look into Hlaudi with that regards as well. incompetence Hlaudi @Magda Seguin Zuma put all his foot soldiers in charge for a reason. @Thando Nkutha he is indeed a man with principle. Gigaba "There should be mass incarceration like what happened in Brazil of these politicians "We can't blame the Guptas when we got such gullible leaders @Thando Nkutha yup Gigaba "@Thando Nkutha it also shows you the greed @Zikhona Zondani not sure what you mean by digging his grave cos he is very credible there no graves to dig but the Guptas and Zuma's
ThandoAM Xaba,I bought his book last year and read it.😌😃 "Indentured "I don't have an eBook Cool. I believe Sundarum.👀🤷‍♀️
Sophia Maholela,"@ThandoAM Xaba  cool "@AnneM
Solly 12,ThandoAM Xaba can you send it to me I need to read that book 📖 ThandoAM Xaba I’ll be visiting the book shop Adv Norman seats in the Judicial Service Commission Best quote from Zuma “I can’t go to the inauguration I’m busy trying to stay out of jail” Sipho cebo all we need is someone who is going to start singing from inside the ANC Magda Saguin I what u mean but I feel like there’s a lot of information we are not getting here His hair is alive
Thulani Timile,This is a bloody disgrace
SONGEZO MNCOKO,when is the big tsotsi/Zuma coming
Gontse D Melesi,SABC is outdated and run by dinosaurs who are stuck in the stone-age methods of doing business. Welcome to RSA disappointment is our daily bread.
Zee Zondani,can they also talk about the selling of government and state owned enterprise jobs. from transnet to governement departments keep on mentioning zume here..... he knows where we live 😂😂😂😂😂 @Solly 12 😂😂😂 best one indeed "This fella keeps digging himself into a grave with his statements "his testimony has a lot of red flags Yu akambi bawo @Mzalwane Mzala 😂😂😂 these people are so childish 😂😂😂😂 they are talking about a haircut now on what channel on tv does this show? "leave the man alone please thats a men this is so childish. lets leave him alone😂 "no wonder they are adjourning
Leadership Exclusive,zumaristo when is zuma coming here
Tobo Lwandile,nor wonder sabc is in this mess
Magda Seguin,Zuma put Hlhaudi in charge of the SABC for a reason I know "Tge Gioras are SA citizens now Sorry for the typos....**the Guptas *India don't want the Guptas back there I'm not scared of Carl Niehaus in his PEP camouflage uniform😂 You can even get camouflage at Guess stores He has hypertension too COPE question in parliament "There are others who will attest to what he is saying The lead advocate is brilliant "He had to submit an affadavit as a witness "Some people call brave whistleblowers liars..go figure Paid trolls and bots I saw in Twitter that Zuma was asked by the commission to come and testify in July but his lawyers wrote a complicated denial....same Stalingrad tactics we are used to "The Zuma acolytes are busy on Twitter asking whatabout Gordhan The country is in the brink of bankruptcy yet they still defend the Chief Thief Some are so stupid to think that SOMANY people just made up stories to implicT implicate Zuma If one reads and listens to their nonsense I swear they think it is a huge conspiracy "Listen to the NPA press conference with Batohi and Cronje here on YT Yes exactly..the NDPP explained everything Ms Batohi said that the corruption in SA is of endemic proportions @Anne M Tge NDPP said they are busy with the biggest and most I.portant cases first.Remember they are also getting rid of the bad apples "Please listen to the YT video of her press conference @Solly 12...so many within parliament already did..just go back on YT to see the testimony of the ex SCOPA chair Every whistleblower who testified told about the victimization and toxic work environment Sundaram is getting fed up It's terrible being made out to be a liar They must show their faces at the commission and stop writing affadavits to be read "Thank you Sir They will say the cameras did not work...baskets They KNEW they were coming...jirre this is disgusting "I think forthwith nobody would want to whistleblower "Agrizzi was robbed and attacked at a garage last week I am surprised at Judge Zondo's attitude towards the witness "@ACBN stop being snobbish And TRUE🤗 Institutional knowledge was he sent by the Guptas? I'm already getting the gist of what is happening here @Muriel Haynes SABC Where is this going to?the advocate did not give an intro at all "@Spykerhond must be SABC HR I bet that the archives was sold by Hlhaudi as was published in MSM @Robert Russell most SAs are bigoted and racist Disgraceful @Ben Cole judgemental as only SAs can be As I said before he has institutional knowledge...I am sure whoever's replaced him dont come near to his knowledge "Naeem Howa Do I sense a bad mood? Tge Judge seems to be in a bad mood It was a newspaper headline he is talking about He was called to testify about the sale of archive footage to ANN7 "Dint talk nonsense
Robert Russell,Zondo should start targeting the Zuma foot soldiers That's cheating skipping pages..... Judge In 1995...... when he joined..... the SABC was profitable...... since then the ANC destroyed a world wide broadcaster as they did ESKOM..... SAA.... DENEL....etc. You bunch of judgmental bigots....... he was a SABC employee who unlike your cadres.... did NOT STEAL from his employer.... @Magda Seguin @tabze @Ben Cole ....100% You would want Scott in your company if you were not being managed by corrupt ANC cadres....
Small Pumpkin Herbz,Zuma was so hellbent in taking this country to the clearner
Lew464,"SABC why so much criticism against this guy? And this coming mostly from people who are black! What a nerve! "Colin Katzen 
Sihle Mthiyane,wenzeni uZuma Pep sells camo ?
Nelson Musoliwa,Madam evidence leader is competent and confident and smart Kanti what happened so far to the suspended secretary of this zondo commission? Thando may be the streets are right has Pravin issued statement concerning these resignations yet? No arrests because our law enforcement agencies are in bad shape as destroyed by zuma crap Facts are did meetings 4 of them with zuma happened Chris Zondo is being bit naive he must be knowing that no one was held responsible for Waterkloof saga
Jean-Pierre Le Roux,"Soooooooo "Rajesh Sundaram has bad teeth for a millionaire
Lucky123 Thwala,then stupid people supporting a thief Zuma in his currupt cases after all this
Thato Sekokotla,that might not be the only he know let's dig more. ya gigaba yeah where are the gubtas now are they watching this these people are still conducting business in south Africa.. mxm
Phindile Motaka,cases after cases yu Zuma hiiii
Mahakal Putra Ashim,hii
Derek Main,@Rushay Booysen And the fools still voted for them.
Pholosho Malema,for those hu dont know Gigaba i will be sending his vid very soon
Masbu Mqu,Zuma still not arrested? this man deserve a huge punishment.
Hamza Gujjar,masibulele masbu you basted
