author,message
Mzalwane Mzala,Taxman guns for Bosasa boss Gavin Watson (News24) The Guptas had no love for South Africa South Africa has an independent judiciary that will not allow people to be jailed without following proper processes @carnoth ngomane Without an independent judiciary you become a proper banana republic Without an independent judiciary all the cases that the DA and the EFF won against government and parliament would not have been possible. Without an independent judiciary the constitutional court would not have ruled that reports of the public protector and binding Without an independent judiciary former president Zuma would not have paid anything towards the Nkandla costs @carnoth ngomane Who are those individuals and what did they do? @carnoth ngomane I have been following it. I hope you know that the NPA is not part of the judiciary @carnoth ngomane The judiciary proved to be the light in the dark days of a captured government Will the Christian ATM keep Manyi when all his misdemeanors are exposed? @carnoth ngomane I forgive you for thinking that the judiciary includes the prosecutors I think he is a joiner He found the organisation on its way @Zolisa Memani Courts do not investigate. They adjudicate @Zolisa Memani The Special Investigative Unit (SIU) has been empowered to deal with corruption Haybo @Zikhona Zondani ndiyanqanda!
hilton modike,why is gigaba not arrested by now if it was at Rwanda all this people will b in jail .a democratic state like south Africa having to deal with lawlessness @thando nkutha may be u can school me with process becos the guptas are gone & they told us that we are screwed becos they won't come back cos they don't trust the law which was easily broken by them duduzane is living large with our money in Dubai the same money which he could have invested in a country where he stole it from .Dubai is developing through our money
Dams daily motivations Madamalala,Zuma then now
Slindile Ngcobo,please refer to Zuma as NO.9 for this hearing p82 @MARUMO SEGOPOTSO MABALANE ...Zuptoid sold OUR country...His is nKandla
Lorna Kavanagh,SAA ceo resigned because he has received no support and was indermined by managers. So it seems like the bad people are still in SAA. SAA is in such a bad way.... like Eskom That is what the CEO said ...
Cerebis,Just tuned in.....is the Judge ok today? "@Thando Nkutha Sad if that is true! But "Gordhan was in charge of the treasury when some of the bad things like Arms Deal "Please somebody True!! I wish I had some electronic device where I can just push a button and blow up the idiot posting the spam whole network....Grrrrr Mr Pretorius No on duty today??...No tie
ofhie Muofhe,How can you be undermined by you junior and complain about it and not do anything about it That CEO is not being fair to black professionals. He cant just quit and blame everyone. hes a quad hearing problem africa time?
carnoth ngomane,"@Mzalwane Mzala thats very true "@Mzalwane Mzala true that but our judiciary has led us to where we are now @Mzalwane Mzala if you were following this commission you should know by now that our judiciary was also captured @Mzalwane Mzala but after how long?
kevindbn007,So how long will this commssion go on for unit some1 gtes arrested until someone gets arrested*
Cassidy Rupiya,Payments were being made in Cash - lol
Anne M.,@Thando Nkutha Is it a matter of his management style - being strict? Is this what the streets are saying? @Mzalwane Mzala Agree - we have a world class judiciary. There will always be a couple of bad apples in any large organisation. @Cerebis My conspiracy theory - JZ's friends have paid spammers and set up bots to try and distract us from hearing what's going on. @Yvonne Morudu They are paid spammers. Click on the name and 3 dots will come up. Click on Report or Block. @goolamv Done @goolamv 😂 @Magda Seguin No surprise there. Same modis operandi we've seen for years. @sipho cebo I share your concern. As long as they go for the big fish and not the little fish. I listened to it live "@lemmy mohale An innocent person would be at the commission demanding to be heard "@Magda Seguin I also think the whole Agrizzi hold up at the service station is iffy. A question that came to mind was "I think the quotes which should have been ""my understanding"" yesterday caused some concern. I think Judge Zondo's listened more today." @Takalani Luthada Moegsien Williams @Muriel Haynes He worked for SABC "@Pheladi Lamola No
Muriel Haynes,what a great witness let the truth be told right magda how did he know so much as this was submitted by 2013 to 2014 before all the noise was made about zuma this advacate is doing an rxcellent job roght magda right magda i would have given same notice as i would have been scared for my life well done to this witness wow he was so brave nobody was thwre to help me i dont know about the next witness Lol sham may be he want to still look young well he has a lot of hair for his age stop been jealous hajahaha shame jajjajaja i wonder how much he got paid? it his own hair he has extentions wow he is going on his own path does he have a drinking problem hahahahahahaha who did he work for i am lost ok really was confused judge nec judge became very quite he knows his job hey not me right magda hahahaha he was really excited
Deleting all Big-tech accounts,UN headquarter will just be demolished will all the dignitaries inside
Sibongakonke Zaca,this guy is a liar
Luxolo T.D Todolo,Is it tea time already? just arrived
david jacobs,? Remind me of Lee Van Cleef with a ponytail Zondo had a late night @makhosi nobhatyi I laugh when Hlaudi starts @makhosi nobhatyi Ithink Hlaudi will do better than Mr T Noah
Yvonne Morudu,Naidif what is all this you are posting why? thanks have blocked this stupid this is a character we have now it will seem he is drunk hey
Chris Pfunzo,general responsible for waterkloof became ambassador @Anne M. True I also saw it through the media. No one was removed @Nelson Musoliwa . I AGREE Do we still believe that the commission is a fruitful exercise...? @Zolisa Memani . Maybe that's why Maposa launched a unit called Scorpion under the NPA
Singi Mathebula,that is zuma and his chessboard his dreadlocks please guys🤣
Sizwe Mkefe,up to 90 percent of the population is naive. citizens
Skhumbuzo Nkosi,✊🏿 Zuma
Zolisa Memani,🤗🤗Is it not possible to refer all these cases to Corruption Unit that must be established in each high court? SA high courts needs Corruption units that must deal with all those cases. 😹😹😹
SBH Shembe,there has been a lot of corruption and I'm afraid we won't get all the criminals what is this gentlemen testifying about ?? break time.. hackers are going to start @Magda Seguin thanks someone is having some fun with the camera I see
Ben Cole,Ex minister Jeff Radebe and his interministerial task team will now have some explaining to do about the Waterkloof landing. This witness stood his ground in spite of the necessary interrogation by Justice Zondo. He didn't waver at all. Was prepared to be cross examined. The Justice has a duty to clarify uncertainties. "Judge him on the content of his testimony Here we go. Now its the haircut. What next? Just list all the prejudices. It's embarrassing! The conversations are now becoming more insulting and judgemental. Why? Because we started off by displaying severe prejudice about men wearing long hair. "Lew 464 Correct Magda Seguin.
MARUMO SEGOPOTSO MABALANE,Zuma sold his own country
Takalani Luthada,whose statement is the advocate reading @ Anne M. thanks
ACBN,The English on this thread is horrible.
Lesedi,is this a man?😅😅😅
FredBKevin,lols
Mackenzie G,😂😂
lemmy mohale,@ Lesedi he looks like a man @filix muyoba full agree Lol
welton paulse,bon jovi
kingsley spelling bee tv,lol whats happening----ke mmona?
Felix Muyoba,eishhhh they should not ask too many stressful question to this guy else he will collapse @Cassius Mngomezulu 😂😂 why was this guy not having an understudy?
0Sweetgal0,just love the color hair he wants feel the wind in his hair 😁 look at hair line guys sabc worker Hair is cover the ears Give the man a bells
Briony French,Is this dude wearing a wig?
Macimeza Nzimande,Hhayibo guys who is this? 🤭🤭🤭🤭 "Why is Zondo yawning now
Whyton Nyirenda,😂😂😂 😂😂😂
Christian W,He should be a Pantene shampoo model
Derrick January,Mr Scott is either on medication or blood in his alcohol is high.
Cassius Mngomezulu,his on nyaope Gay stoned Afrikaaner!!-😂😂😂😂😂 yes old gay nogal Dis you say that dit Yes -me tooo Zondo is disappointed these more to come here Zondo sleeping Zondo is hungry 😀😀😀😀😀😀 he is hungry
FRANS SEBOLA,African time!! Is this dude smoking something! Is he Gay? "Woooow Ha ha. ha ha
Thandeka Ngidi,lol this guy looks like he loves crying.. and singing when he's drunk I am writing the names of the noise makers : Cassius and Muriel X200 📝🤣 "this guy mustn't talk on the record. he needs someone who will interpret for him
Motshehwa Mol,today's witness
makhosi nobhatyi,This old man started to implicate Hlaudi The guy is talking about processing Ann7 "Hlaudi said when he left SABC there was money there "@Davids Jacobs oh no geese I assume he smoke dagger
Tee Makara,"Just tuned in
Eleanor Diplock,Haha...I finf
Peter Maregere,This man is not in right mind
Ditiro Mawai,His hair irritate me
Siphamandla psycology,"has he just called us as ""You people""?"
Sthakathi Khumalo,The hands thixo.. I cant focus guys!! "He is too shady for us black people "Macimeza Nzimande Your name brazo Zondo wants to finish already Kapn Krunch 😂😂😂 Dead "Zondo is so awkard The hair flick thixo "Zikhona Zondani You mean This comrade is wasting our time..
FT zulu,he really is old. he is not willing to listen to the lady
Lwazi Senzo Ntshangase,they must give him brandy he is thirsty?😀😁 some people like the sportlight
tabze,@Robert Russell 👍👍👍tell these born frees @Muriel haynes true that 👍👍 @Kapn krunch that's true there was a need to accept that amount it's looking like our black brothers wanted the 17k in their pockets nayi inkinga 😂😂
Edwin Arthur,Zondo is tire
Big vinny,this Guy is putting the judge to sleep
Kapn Krunch,he's like a walking advert for pantene very sexy bru #hairflick he doesn't seem stupid or corrupt tbh just does his job so he didn't want to lose a 140 thousand rand deal over an extra 17 thousand it seems like he's trying to say
Pheladi Lamola,Is this gentleman here to speak to the multichoice deal with SABC? Sorry just got here @Anne M now I'm totally lost. Let me listen attentively maybe I'll get it after lunch
Colin Katzen,this fella not very intelligent leave the man alone 😂
Wesley Van Der Heyde,"😂 your ""honourable"" ...this is a waking advert for ""dazed and confused""!! 😂 ""wiff""" ".....😂....."" We did gave it""!!!!" if he picks his nose live ti will be epic! ....so now we know he has freckles😂
Qavane Mandilakhe,Jesus Hair..Talk straight we dont have the whole day hahah HA HA HA HA ...Eiii This Humburger guy.... Who is this guy? haha
Lulosoul Nofemele,Chicken Licken will track him down and feature him on their adverts😂😂😂😂
zan morris,humburger and beer hahaha
Antonie Goosen,haha Zondo has had enough
Thandile P Ntsuku,atleast his on time
Lebo G,ha ha ha ha ha
Claudia Nozipho NGUBO,hhay Bo!!! manje?
