author,message
Pitso Mosetlhe,part two waiting almost done anger management
Raven Penny,is it back from chow thx let the man speak its really getting hot really is this commission a joke or part of the system yor this is a farce not me there will never be justice
Anne M.,Yes @Lucricia Vorster Wasn't the business outside of South Africa - in the rest of Africa? "@Cerebis True "Hi Danie "@Gugulethu Makhalemele Yes He's saying the judiciary in the Free State is compromised. He didn't say the whole country. @Concerned South African Absolutely. Of course it's bad
Wildthing,is that X ha ha #iamcorruptionfree
makhosi nobhatyi,Shama Guptas allies Ace Magashule did as Zuma did enriching their own family and Supra Mahumapelo "Ramaphosa children has nothing to do with government "Zuma "I don’t Ramaphosa children’s would ever come to government while their father still state man "@ Gee Peex1 it out there public Mr X 🤪😳😳😳 Ace Magashule Chair becomes energetic now I am so happy crooks must be exposed "This man is well prepared 🙏🙏🙏🙏 Political engagement 🙆🏻‍♀️🙆🏻‍♀️🙆🏻‍♀️we have problems here Sounds please Does Ace Magashule have matric?how can these branches elect someone like in a crucial position of SG This political discussion Do you think he will come @ David cele how this man becomes SG 🙆🏻‍♀️🙆🏻‍♀️ we really have problems "@ kay kay he is highlighting how the problem started caused by them protecting those who done wrong
Muzamani Ronald,Why dey dont call magashule to de hot seat Ur rite he is doing like Zuma he is lying
Lourens De Jager,another person cleaning his throat every sentence maybe they should check the aircons filters "people  "zuma infected the whole country this commission would've been done by now if they investigated the people that is not implicated the old age committee hulle is lendelam bring names tomorrow
Rob Nel,Must be a bug in the offices "Same as Faber
mxolisi buthelezi,just logged in...this guy looks like a liar nje @Thando Nkutha 😋🤣 "They all say that... if they didn't take from the Guptas "@Sindiswa Moolman  @Thando Nkutha uyahlupha shem This guy must go tell his comrades in their structures and stop this playing to the gallery crap. He LOVES the sound of his voice this guy He's already defending himself since he appears in the CR17 files...he takes us for fools this corrupt cadre. "@Sindiswa Moolman ...his name already appears in the CR17 This stunt is going to make his contribution questionable...he has received monies from CR17 and he used this platform to lecture the nation about corruption. How dare? "Yes Somebody please stop this nonsense hahahahahahaa @Thando Nkutha they can't take you from me hey. I'll fight like a tiger 👞 @Setjhaba Mofokeng he banna!!!🙄 Now he's spilling the bins...
Judas Sambo,guys who is mr x referred to?
bongile sango,we still going to hear a lot here Yathetha utata uDukwana wow Movie is coming watch the space How can you get over time while you in hospital kanjani? all those who get over time while they were in hospital they must pay back the money plz.without even coming appeared here in the commission. Still a lot to hear here Ace must come Yoh they also taking each others wife wow Mr Dukwana seems like he is going to name all of them. Anc need to start afresh no man ibolile bhutyu @Bonke Xakatha uthi nguNkunzi uAce hahaha @Fikile its never late until ibethwe impempe kushubile la wow in Bloemfontein you don't lose a case The Commission is coming for Free state Court this testimony is beyond Aggrizze testimony why lindeni not straight home @Bonke masithembe bazakumkhusela kuninzi asekuthethile
Handsome dube,zulu something yes this dude is all over..not answering specific questions interesting now .... popcorn time
Gregory Werner,😂 The truth will come out!!!!!!! the Judiciary is compromised. the Police compromised. The NPA compromised
Lucretia Mohaswane,its about to get rough 🤣🤣🤔 @cerebis 🤣🤣🤣 agrizzo inkozi🤔 remember Mbalula warn the anc remember b4 Naseric Mmmmmm judiciary
Sam Monkoe,Got caught there Zondo has eyes like a eagle.
Mr Rekhotso,Have they revealed my identity as yet ??? "Elias Sekgobela Magashule "It’s all hearsay Business is business ES aka X is just scared Wait until I appear "But Andile never slept at Gavin Watson’s house Mr X
Cerebis,Who is X? 😎😎😎😎😎 Hope there is not another accident coming?? "CR was chairperson of the Cadre deployment committee. He put all these state capturers in SOE's Bossasa in SA....Bossasa in other countries....what is the difference? We all knew that they were crooks by then but still CR Junior took their business? "@carnoth ngomane As a private person yes Hehehe....where is the guy with the Gangster book now? CR must spend some CR17 money to look after this guy! Better than after his million Rand buffalo's 🤔🤔😎😎 ANC Agrezzi on the stand? All I hear is Bla Bla Bla Escom is going down....Buy candles and gas guys! This guy is now doing Khumbaya Please DCJ....Stop this lecture....it is boring! @Luvuyo Zantsi Who hates you baba? DCJ now sounds sad....he is right to be.....SA looks on while we are being plundered. Looks like the Public Protector is in trouble now? Parliament to debate if she is fit to be in her position. Gangster movie yes CR was the SG in 1996/7? 👹👹👹👹 At least Steenhuizen has a matric Ace of Spades @Boikutlo Manogi It is called the end of times....revelations "Our constitution is flawed. The political parties must not appoint MP""s but the people should directly vote them in. The MP's serve the Political Party and not the people." Linelani sounds like Faulty Towers? Comrades and credit cards....eish maan @Derek Main 100% Agree! Whole day was short time only?
Sindiswa Moolman,Is this guy who was given R10K transport fare to Bloem by Tony Gupta ? Thanks @mxolisi Buthelezi and @carnith ngomane @carnith ngomane The chair is losing his hearing I agree @Thando Nkutha. He is jumping the gun. cCR17 is still coming here. He is out of order ngoku I think he is marketing himself for a position from CR Im out of here now
carnoth ngomane,@Sindiswa Moolman he is the one "@Cerebis you are correct "@Cerebis i here you but he cannot stop living simply because his father is the president They are all bandits Money Happened to Ace a 67 year old is employed while the youth are just roaming the street
Lucricia Vorster,the one and only "Andile did do business with Bosasa...and appearantly a"" anti-bribery policy"" was signed.." "CR said if his kids ever consider doing business woth government and he so much as get a whiff of corruption Andile admitted that he did not pay attention to obvious red flags when he entered into agreements with Bosasa When Andile concluded business with Bosasa they were already n redflag institution..eoth regards to fraud...Why did they change their name to AGO??? Funny how they speak so softly here but at rallys and secret rendezvous they are very articulate and LOUD but were they not naughty lol caught eith their hands in the cookie jar... why is this guy explaining protocol as if we don't know..I mean clearly Zondo knows all this crap he is speaking now if they instructed to come forth with possible fraud/corruption issues why are we still having this inquiry one year later with no one brought to book.people are rather dying(dissapearing)mysteriously Defending attitude now.... well it was said that this inquiry will cost the taxpayer R230 million for the first six months...and will increase thereafter...its been over a year would love to know the cost now but how did we niw come to ANC talks now??? He is defending himself already for things yet to come...Why would he lecture the Commissioner????I think Zondo is leaving him to talk because he is no fool.these very same words will come back to him 😂😂😂😂😂 eh heh...'exactly what you said'...he is slowly hanging himself with these lectures... But really do you guys think there will be any arrests or anyone going to prison after this???thats if they dont miraculously die too 😅😅😅😅stephano dimera really 😂😂 zama khubeka i may just agree with you This Ace fella tho.... Yes Thats corruption of the highest hey.. nature called... Ace must come here man😅😅😅would love to hear what he has to say really The love of money change people because they get some form of power..it is ultimately about power and control 😅😅😅😅😅😂😂😂😂😂 some humor atleast from Mokoena people in the free state are fed up with Ace hey Beatrice Marshoff is a scrub nurse now.. @gugu..best to do that okay ...here we go little ditcheee...little did we know ppl in free state and bfn have been saying this all along no one listened this guy is factual and i think if he was lying he would have slipped up and not once has he stuttered or said he doesnt know the government today is a reflection of whats happening in churches stru collection area 😅😅😅😂
Phillip Cwazibe,@ Sindiswa Moolman he was offered R2 million/month. This gentleman is lecturing the Commission. @ Concerned South African what if there was a meeting between Bosasa and the NPA investigators? That is the gist of how he state was captured.
